,actionTimes,actions,clickTimes,clicks,condition,delays,infoCost,minTime,path,rt,score,time_elapsed,trialID,trialIndex,trial_type,worker_id,assignment_id,pid
10,"[24129, 30099, 30994]","[u'left', u'left', u'up']","[4055, 5465, 6421, 7804, 9242, 10239, 11321, 13524, 14105, 15109, 16095, 17820, 18622, 19295]","[u'4', u'8', u'14', u'15', u'17', u'9', u'5', u'6', u'2', u'10', u'11', u'13', u'12', u'7']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[24128, 2051, 1]",32.6,752716,5.0,1.0,graph,A10GJ2FOR16B2I,33NF62TLXJ2J9E11172FA6WPQTQKJZ,0
11,"[18978, 23344, 24207]","[u'right', u'right', u'down']","[450, 1776, 3093, 3884, 4681, 5639, 6740, 7694, 10476, 11497, 14670, 16107, 17107]","[u'12', u'13', u'10', u'11', u'17', u'16', u'14', u'15', u'7', u'6', u'9', u'3', u'2']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 11]","[18978, 517, 1]",30.7,812456,2.0,2.0,graph,A10GJ2FOR16B2I,33NF62TLXJ2J9E11172FA6WPQTQKJZ,0
12,"[20630, 25270, 26151]","[u'right', u'right', u'up']","[2897, 4961, 5730, 6629, 8505, 9412, 11727, 13129, 13997, 15435, 16146]","[u'2', u'3', u'4', u'5', u'9', u'17', u'7', u'6', u'8', u'11', u'10']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[20630, 584, 2]",32.9,863799,3.0,3.0,graph,A10GJ2FOR16B2I,33NF62TLXJ2J9E11172FA6WPQTQKJZ,0
13,"[15907, 20439, 21376]","[u'left', u'left', u'up']","[575, 1143, 2109, 2681, 3543, 4488, 5532, 6222, 7588, 8798, 10904]","[u'3', u'7', u'5', u'9', u'4', u'8', u'2', u'6', u'13', u'12', u'14']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[15906, 477, 1]",16.9,914771,7.0,4.0,graph,A10GJ2FOR16B2I,33NF62TLXJ2J9E11172FA6WPQTQKJZ,0
14,"[20380, 24878, 25790]","[u'up', u'up', u'left']","[884, 1467, 2992, 3594, 4944, 5615, 7055, 7788, 8875, 10352, 12049, 17355, 18916]","[u'3', u'7', u'5', u'9', u'4', u'8', u'2', u'6', u'13', u'14', u'12', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[20380, 529, 28]",35.7,966877,6.0,5.0,graph,A10GJ2FOR16B2I,33NF62TLXJ2J9E11172FA6WPQTQKJZ,0
15,"[16732, 20961, 21805]","[u'down', u'down', u'right']","[470, 919, 1859, 3096, 3707, 4420, 5296, 5750, 6496, 7881, 8958, 9732, 11607, 12952, 13921, 14969]","[u'3', u'7', u'4', u'8', u'2', u'6', u'5', u'9', u'16', u'12', u'14', u'15', u'17', u'11', u'10', u'13']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[16732, 497, 55]",40.4,1017895,4.0,6.0,graph,A10GJ2FOR16B2I,33NF62TLXJ2J9E11172FA6WPQTQKJZ,0
16,"[18851, 23402, 24391]","[u'left', u'left', u'up']","[1097, 1768, 2996, 3459, 4287, 4910, 5836, 6342, 9761, 10668, 11826, 13098, 14443, 15249, 16719]","[u'5', u'9', u'7', u'3', u'2', u'6', u'4', u'8', u'16', u'17', u'14', u'15', u'12', u'13', u'10']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[18851, 676, 97]",38.5,1068583,0.0,7.0,graph,A10GJ2FOR16B2I,33NF62TLXJ2J9E11172FA6WPQTQKJZ,0
17,"[18765, 23191, 24043]","[u'down', u'down', u'left']","[1285, 1988, 2830, 3296, 4668, 5306, 5968, 6664, 9272, 10096, 11617, 13433, 14255, 15988, 16877]","[u'3', u'7', u'5', u'9', u'2', u'6', u'4', u'8', u'12', u'13', u'14', u'10', u'11', u'17', u'16']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[18765, 568, 1]",44.5,1131297,1.0,8.0,graph,A10GJ2FOR16B2I,33NF62TLXJ2J9E11172FA6WPQTQKJZ,0
33,"[8666, 28334, 29872]","[u'up', u'up', u'left']","[18422, 19652, 20475]","[u'7', u'13', u'12']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[8664, 14979, 249]",20.7,911461,1.0,1.0,graph,A10VLJT7V96D9W,32M8BPYGATMICHLCTYW00DPW6XQGIM,1
34,"[18786, 24240, 25689]","[u'right', u'right', u'up']","[5302, 6791, 9590, 10989, 11949, 14205, 15069, 16037]","[u'17', u'10', u'15', u'12', u'13', u'4', u'2', u'6']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[18786, 762, 2]",33.2,976319,3.0,2.0,graph,A10VLJT7V96D9W,32M8BPYGATMICHLCTYW00DPW6XQGIM,1
35,"[13431, 18383, 19745]","[u'left', u'left', u'down']","[3436, 5237, 5829, 7285, 7869, 8758, 9377]","[u'5', u'9', u'17', u'8', u'4', u'14', u'15']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[13430, 524, 4]",27.3,1028447,6.0,3.0,graph,A10VLJT7V96D9W,32M8BPYGATMICHLCTYW00DPW6XQGIM,1
36,"[11947, 16547, 17860]","[u'left', u'left', u'up']","[728, 1824, 3248, 4312, 5321, 6049, 6913, 7633, 8906, 9920, 10593]","[u'3', u'7', u'9', u'8', u'2', u'6', u'11', u'10', u'4', u'15', u'14']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[11947, 405, 3]",32.9,1091527,5.0,4.0,graph,A10VLJT7V96D9W,32M8BPYGATMICHLCTYW00DPW6XQGIM,1
37,"[10631, 15719, 17132]","[u'right', u'right', u'down']","[1604, 2724, 3380, 4348, 5444, 6332, 6996, 7915, 8318, 8788]","[u'3', u'5', u'9', u'4', u'8', u'14', u'15', u'2', u'6', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 11]","[10631, 593, 2]",31.0,1145452,2.0,5.0,graph,A10VLJT7V96D9W,32M8BPYGATMICHLCTYW00DPW6XQGIM,1
38,"[21531, 27713, 29326]","[u'down', u'down', u'right']","[15654, 18648, 19353, 19866]","[u'5', u'16', u'17', u'9']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[21531, 1693, 12]",41.6,1202499,4.0,6.0,graph,A10VLJT7V96D9W,32M8BPYGATMICHLCTYW00DPW6XQGIM,1
39,"[11509, 29729, 31460]","[u'left', u'left', u'up']","[2797, 3762, 5210, 6335, 7763, 9194, 10296]","[u'5', u'9', u'16', u'17', u'4', u'8', u'14']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[11508, 13182, 18]",39.3,1262728,0.0,7.0,graph,A10VLJT7V96D9W,32M8BPYGATMICHLCTYW00DPW6XQGIM,1
40,"[17765, 23737, 25315]","[u'right', u'right', u'up']","[4967, 6671, 7126, 7766, 9307, 10197, 11164, 11814, 13052, 13430, 14282, 16340]","[u'8', u'2', u'6', u'10', u'3', u'7', u'13', u'12', u'5', u'9', u'17', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[17764, 661, 34]",20.8,1320261,7.0,8.0,graph,A10VLJT7V96D9W,32M8BPYGATMICHLCTYW00DPW6XQGIM,1
54,"[23782, 29098, 31124]","[u'left', u'left', u'up']","[7124, 9167, 10832, 11903, 13688, 14593, 15832, 17137, 18201]","[u'2', u'3', u'4', u'5', u'9', u'17', u'16', u'8', u'14']",2.0,"[2, 0, 2]",0.1,45.0,"[1, 4, 8, 14]","[23781, 2142, 899]",39.1,600742,0.0,1.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2
55,"[24109, 25162, 26550]","[u'left', u'left', u'up']","[1877, 3181, 4396, 5605, 7837, 9318, 11661, 13317, 14701, 16197, 18814, 19830, 21038]","[u'4', u'3', u'2', u'5', u'7', u'12', u'8', u'14', u'15', u'9', u'6', u'10', u'11']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[24109, 3, 387]",32.7,685762,5.0,2.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2
56,"[22342, 23236, 24482]","[u'down', u'down', u'right']","[5520, 6679, 7687, 9103, 11151, 12191, 13263, 14760, 16191, 17119, 18519]","[u'2', u'5', u'4', u'3', u'8', u'14', u'15', u'9', u'16', u'17', u'7']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[22342, 1, 226]",40.9,738325,4.0,3.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2
57,"[16147, 17023, 18189]","[u'right', u'right', u'up']","[1047, 2714, 3698, 4818, 6706, 8058, 9442, 10754, 11738, 12977, 14395]","[u'2', u'3', u'4', u'5', u'9', u'6', u'8', u'14', u'15', u'10', u'11']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[16147, 2, 177]",32.9,786965,2.0,4.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2
58,"[19770, 20837, 21995]","[u'right', u'right', u'up']","[1217, 2921, 3898, 5146, 6770, 7473, 8586, 10346, 11266, 12106, 13841, 16802, 17722]","[u'3', u'2', u'5', u'4', u'9', u'17', u'16', u'6', u'11', u'10', u'7', u'8', u'14']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[19770, 106, 182]",32.7,835123,3.0,5.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2
59,"[17756, 18543, 19998]","[u'down', u'down', u'left']","[920, 1850, 2850, 3834, 5266, 6138, 7050, 8298, 10554, 12681, 14136, 14922, 15793]","[u'2', u'3', u'4', u'5', u'7', u'13', u'12', u'9', u'16', u'17', u'8', u'14', u'15']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[17756, 20, 532]",44.7,884636,1.0,6.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2
60,"[21105, 29107, 32872]","[u'right', u'right', u'up']","[1431, 2735, 3686, 4783, 6590, 8623, 9581, 11351, 12414, 13374, 14888, 15862, 16902]","[u'3', u'2', u'5', u'4', u'6', u'10', u'11', u'7', u'13', u'12', u'8', u'14', u'15']",2.0,"[6, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[21105, 1308, 2795]",20.7,939121,7.0,7.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2
61,"[24178, 24980, 25934]","[u'up', u'up', u'left']","[3399, 4239, 4975, 6072, 7352, 8144, 8992, 10687, 13431, 14392, 15487, 16894, 18062, 19432, 20094]","[u'3', u'4', u'5', u'2', u'7', u'12', u'13', u'8', u'14', u'15', u'9', u'16', u'17', u'6', u'10']",2.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[24178, 2, 40]",35.5,986775,6.0,8.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2
73,"[29890, 38887, 40228]","[u'right', u'right', u'up']","[1748, 6133, 6844, 7867, 8998, 9484, 10395, 14413, 23417, 29369]","[u'2', u'3', u'4', u'5', u'17', u'9', u'16', u'6', u'10', u'11']",1.0,"[7, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[29890, 1236, 471]",33.0,389086,3.0,1.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,3
74,"[26773, 27653, 28392]","[u'right', u'right', u'up']","[3528, 4378, 5330, 5860, 6856, 7974, 9403, 11026, 12356, 12904, 13878, 15003, 17996, 20334, 21105, 21697]","[u'2', u'3', u'4', u'5', u'6', u'10', u'11', u'7', u'12', u'13', u'8', u'14', u'15', u'9', u'16', u'17']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[26773, 355, 21]",20.4,447435,7.0,2.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,3
75,"[24470, 25221, 26048]","[u'left', u'left', u'up']","[677, 2082, 2700, 3228, 3828, 5928, 6464, 7186, 8588, 14302, 15326, 17642, 20292, 20870]","[u'2', u'3', u'4', u'5', u'7', u'12', u'13', u'8', u'14', u'15', u'9', u'6', u'10', u'11']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[24470, 89, 3]",32.6,496598,5.0,3.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,3
76,"[14523, 15306, 16139]","[u'down', u'down', u'left']","[1622, 2585, 3289, 3867, 4714, 6832, 7303, 8498, 9699, 10315]","[u'2', u'3', u'4', u'5', u'7', u'12', u'13', u'9', u'17', u'16']",1.0,"[-2, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[14523, 2, 2]",45.0,545481,1.0,4.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,3
77,"[20005, 20665, 21449]","[u'right', u'right', u'up']","[759, 1527, 2081, 2669, 3667, 5101, 6205, 7231, 7986, 11853, 14269, 15431, 16103, 17425, 17937, 18515]","[u'2', u'3', u'4', u'5', u'9', u'16', u'17', u'6', u'10', u'11', u'8', u'14', u'15', u'7', u'13', u'12']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[20004, 137, 70]",32.4,595517,2.0,5.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,3
78,"[17090, 17871, 18628]","[u'left', u'left', u'down']","[465, 1113, 2379, 2926, 4057, 4936, 5583, 6378, 7573, 8099, 11730, 12793, 14579]","[u'2', u'3', u'4', u'5', u'9', u'16', u'17', u'7', u'12', u'13', u'8', u'14', u'15']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[17089, 86, 1]",38.7,642854,0.0,6.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,3
79,"[20965, 22061, 22851]","[u'up', u'up', u'left']","[1682, 2404, 3188, 3710, 4446, 5736, 10034, 11940, 13543, 14247, 16138, 17236, 19278]","[u'2', u'3', u'4', u'5', u'7', u'12', u'13', u'8', u'14', u'15', u'6', u'10', u'9']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[20965, 268, 1]",35.7,696023,6.0,7.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,3
80,"[12697, 13452, 14228]","[u'down', u'down', u'right']","[495, 1169, 1713, 2227, 2875, 4357, 4997, 7993, 8859, 11323]","[u'2', u'3', u'4', u'5', u'8', u'14', u'15', u'9', u'17', u'16']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[12697, 20, 1]",41.0,743931,4.0,8.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,3
100,"[27720, 83309, 89577]","[u'left', u'left', u'up']","[2914, 10051, 11421, 12457, 15558, 19321, 20251, 64818, 66587, 67909, 70880, 72138, 79584, 80433, 81857]","[u'2', u'5', u'9', u'16', u'17', u'4', u'8', u'3', u'7', u'12', u'15', u'14', u'6', u'10', u'11']",1.0,"[29, 3, 0]",0.1,45.0,"[1, 4, 8, 14]","[27720, 24938, 1735]",32.5,1497248,5.0,1.0,graph,A15XX0WDRG29E7,3H8DHMCCW9B66S19RBG4781CL9SDKD,4
101,"[16669, 25817, 27375]","[u'right', u'right', u'up']","[3152, 4542, 6035, 7760, 8687, 9444, 10547, 11870, 12864, 13609, 15208]","[u'4', u'8', u'15', u'5', u'9', u'16', u'17', u'2', u'6', u'11', u'10']",1.0,"[7, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[16669, 634, 47]",32.9,1553974,3.0,2.0,graph,A15XX0WDRG29E7,3H8DHMCCW9B66S19RBG4781CL9SDKD,4
102,"[8712, 23934, 25571]","[u'right', u'right', u'up']","[1483, 2266, 2977, 3834, 4833, 5664, 6458]","[u'3', u'7', u'12', u'13', u'2', u'6', u'10']",1.0,"[12, 0, 2]",0.1,45.0,"[1, 2, 6, 10]","[8712, 1342, 3]",33.3,1617379,2.0,3.0,graph,A15XX0WDRG29E7,3H8DHMCCW9B66S19RBG4781CL9SDKD,4
103,"[15537, 18353, 19573]","[u'right', u'right', u'up']","[1149, 1844, 2805, 3946, 4827, 5504, 6134, 7045, 8353, 8948, 10029, 10765, 11808, 12463, 13363, 14257]","[u'4', u'8', u'14', u'15', u'5', u'9', u'16', u'17', u'3', u'7', u'12', u'13', u'10', u'6', u'11', u'2']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[15537, 2286, 0]",20.4,1664626,7.0,4.0,graph,A15XX0WDRG29E7,3H8DHMCCW9B66S19RBG4781CL9SDKD,4
104,"[22239, 24652, 26048]","[u'left', u'left', u'down']","[2279, 3627, 4808, 5614, 6847, 7717, 8354, 9335, 10818, 11984, 12937, 14014, 16147]","[u'2', u'3', u'7', u'12', u'5', u'9', u'16', u'17', u'4', u'8', u'15', u'14', u'13']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[22239, 1387, 4]",38.7,1716601,0.0,5.0,graph,A15XX0WDRG29E7,3H8DHMCCW9B66S19RBG4781CL9SDKD,4
105,"[13768, 14766, 16173]","[u'down', u'down', u'left']","[1252, 1871, 2638, 3845, 5348, 5964, 7088, 8463, 9457, 10186, 10795, 11665]","[u'3', u'7', u'12', u'13', u'2', u'6', u'10', u'11', u'5', u'9', u'16', u'17']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[13768, 0, 13]",44.8,1766825,1.0,6.0,graph,A15XX0WDRG29E7,3H8DHMCCW9B66S19RBG4781CL9SDKD,4
106,"[8672, 15141, 18909]","[u'down', u'down', u'right']","[1640, 2335, 3009, 4116, 5316, 6001, 6539, 7229]","[u'4', u'8', u'14', u'15', u'5', u'9', u'16', u'17']",1.0,"[4, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[8672, 1157, 2248]",41.2,1819747,4.0,7.0,graph,A15XX0WDRG29E7,3H8DHMCCW9B66S19RBG4781CL9SDKD,4
107,"[15844, 17270, 18848]","[u'up', u'up', u'left']","[1473, 2720, 3428, 4242, 5985, 7535, 9192, 10500, 11361, 13136]","[u'3', u'7', u'12', u'13', u'2', u'4', u'8', u'14', u'15', u'5']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[15844, 79, 2]",36.0,1867741,6.0,8.0,graph,A15XX0WDRG29E7,3H8DHMCCW9B66S19RBG4781CL9SDKD,4
113,"[20673, 29001, 34071]","[u'right', u'right', u'up']","[9451, 12348, 14428, 32949]","[u'2', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[20673, 4261, 4227]",33.6,485610,3.0,1.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,5
114,"[18927, 25206, 27363]","[u'up', u'up', u'left']","[1945, 3525, 5177, 6100, 7766, 8864, 11369, 12238, 13074, 13782]","[u'4', u'3', u'2', u'5', u'7', u'8', u'13', u'12', u'14', u'15']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[18927, 2423, 1353]",36.0,537027,6.0,2.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,5
115,"[27879, 32712, 35264]","[u'right', u'right', u'up']","[1012, 1735, 2564, 3100, 4223, 4904, 7936, 9929, 10455, 11100, 12279, 12702, 13232, 13849, 14255, 14684]","[u'2', u'3', u'4', u'5', u'6', u'10', u'11', u'7', u'12', u'13', u'8', u'14', u'15', u'16', u'9', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[27879, 1164, 1806]",20.4,611746,7.0,3.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,5
116,"[27468, 36408, 37962]","[u'left', u'left', u'up']","[1308, 2748, 4147, 5313, 6593, 8213, 8842, 10594, 12136, 13223, 15270, 16651, 19333, 23237, 23886]","[u'3', u'4', u'2', u'5', u'7', u'12', u'13', u'8', u'14', u'15', u'9', u'16', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[27468, 5104, 762]",32.5,671523,5.0,4.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,5
117,"[15965, 22812, 23955]","[u'right', u'right', u'up']","[1450, 2217, 2771, 3388, 4396, 4874, 5556, 6400, 6919, 7421, 9302, 9969, 10711]","[u'4', u'3', u'2', u'5', u'9', u'16', u'17', u'8', u'14', u'15', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[15965, 3061, 369]",32.7,722483,2.0,5.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,5
118,"[20427, 25103, 26283]","[u'left', u'left', u'up']","[1029, 1931, 2651, 3300, 4639, 6688, 7197, 8487, 8992, 9538, 11427, 11831, 16990]","[u'2', u'3', u'4', u'5', u'9', u'16', u'17', u'7', u'12', u'13', u'8', u'14', u'15']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[20427, 892, 410]",38.7,805214,0.0,6.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,5
119,"[14101, 18532, 19383]","[u'down', u'down', u'right']","[2410, 3030, 3716, 4380, 5739, 7205, 8062, 9398, 10385, 11239]","[u'2', u'3', u'4', u'5', u'8', u'14', u'15', u'9', u'16', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[14101, 564, 45]",41.0,855971,4.0,7.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,5
120,"[13703, 18121, 19013]","[u'down', u'down', u'left']","[1243, 2601, 3807, 5797, 7022, 8111, 8784, 10272, 11048, 12153]","[u'3', u'2', u'5', u'4', u'7', u'12', u'13', u'9', u'16', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[13703, 513, 75]",45.0,907092,1.0,8.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,5
124,"[7157, 14555, 17404]","[u'left', u'left', u'up']",[],[],0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[7154, 2063, 523]",34.0,238750,5.0,1.0,graph,A16BLPK5DB2XGM,3OJSZ2ATDSWN70FWTB9C5R8Y28Z57W,6
125,"[7700, 17428, 29770]","[u'right', u'right', u'down']",[],[],0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 11]","[7700, 1441, 7142]",0.0,307382,4.0,2.0,graph,A16BLPK5DB2XGM,3OJSZ2ATDSWN70FWTB9C5R8Y28Z57W,6
126,"[2804, 10795, 14795]","[u'up', u'up', u'right']",[],[],0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[2803, 2261, 3]",21.0,362740,1.0,3.0,graph,A16BLPK5DB2XGM,3OJSZ2ATDSWN70FWTB9C5R8Y28Z57W,6
127,"[4553, 12123, 15259]","[u'right', u'right', u'up']",[],[],0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[4552, 657, 3]",8.0,428876,0.0,4.0,graph,A16BLPK5DB2XGM,3OJSZ2ATDSWN70FWTB9C5R8Y28Z57W,6
128,"[4649, 18786, 20829]","[u'left', u'left', u'down']",[],[],0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[4648, 4012, 3]",28.0,490985,6.0,5.0,graph,A16BLPK5DB2XGM,3OJSZ2ATDSWN70FWTB9C5R8Y28Z57W,6
129,"[2115, 16350, 20839]","[u'left', u'left', u'up']",[],[],0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[2115, 6732, 1415]",4.0,553435,3.0,6.0,graph,A16BLPK5DB2XGM,3OJSZ2ATDSWN70FWTB9C5R8Y28Z57W,6
130,"[4636, 13104, 16067]","[u'left', u'left', u'down']",[],[],0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[4636, 3337, 993]",6.0,607315,7.0,7.0,graph,A16BLPK5DB2XGM,3OJSZ2ATDSWN70FWTB9C5R8Y28Z57W,6
131,"[9894, 17436, 20188]","[u'down', u'down', u'left']",[],[],0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[9894, 1354, 3]",4.0,666936,2.0,8.0,graph,A16BLPK5DB2XGM,3OJSZ2ATDSWN70FWTB9C5R8Y28Z57W,6
143,"[16854, 17611, 18436]","[u'down', u'down', u'right']","[7100, 8591, 9067, 9700, 11020, 11529, 12023, 12615, 13034, 13747]","[u'4', u'8', u'14', u'15', u'2', u'3', u'5', u'9', u'16', u'17']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[16854, 32, 2]",41.0,699358,4.0,1.0,graph,A16SJ5D3DKUEXJ,3VBEN272MKZ76VO8YAQE4FVJFVSGSE,7
144,"[12615, 13441, 14203]","[u'right', u'right', u'up']","[2471, 3464, 4019, 4604, 5401, 5800, 6276, 7042, 7495, 8066, 8816, 9206, 9621]","[u'4', u'3', u'2', u'5', u'9', u'16', u'17', u'8', u'14', u'15', u'6', u'11', u'10']",2.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[12614, 189, 22]",32.7,750471,2.0,2.0,graph,A16SJ5D3DKUEXJ,3VBEN272MKZ76VO8YAQE4FVJFVSGSE,7
145,"[15170, 15888, 16579]","[u'right', u'right', u'up']","[1907, 2337, 2821, 3235, 4033, 4447, 4899, 7197, 7657, 8173, 8962, 9383, 10118, 10829, 11125, 11399]","[u'4', u'3', u'2', u'5', u'6', u'10', u'11', u'7', u'12', u'13', u'8', u'14', u'15', u'16', u'9', u'17']",2.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[15169, 223, 1]",20.4,799071,7.0,3.0,graph,A16SJ5D3DKUEXJ,3VBEN272MKZ76VO8YAQE4FVJFVSGSE,7
146,"[8678, 9425, 10225]","[u'down', u'down', u'left']","[1235, 1657, 2117, 2571, 3437, 4728, 5375, 6163, 6602, 7375]","[u'4', u'3', u'2', u'5', u'7', u'12', u'13', u'9', u'16', u'17']",2.0,"[-2, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[8677, 2, 1]",45.0,848336,1.0,4.0,graph,A16SJ5D3DKUEXJ,3VBEN272MKZ76VO8YAQE4FVJFVSGSE,7
147,"[10239, 10991, 11781]","[u'up', u'up', u'left']","[1012, 1457, 1895, 2308, 3104, 3472, 4223, 5074, 5520, 6090]","[u'4', u'3', u'2', u'5', u'8', u'14', u'15', u'7', u'12', u'13']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[10238, 2, 2]",36.0,897842,6.0,5.0,graph,A16SJ5D3DKUEXJ,3VBEN272MKZ76VO8YAQE4FVJFVSGSE,7
