A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,initialized,0,,1493497383433
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,window_resize,0,"[1024, 768]",1493497383433
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,253124,off,1493497636557
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,0,on,1493497636557
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,15660,off,1493497652217
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,14928,on,1493497667145
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,9099,off,1493497676244
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,4537,on,1493497680781
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,11846,off,1493497692627
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,5833,on,1493497698460
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,6252,off,1493497704712
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,68100,on,1493497772812
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,11561,off,1493497784373
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,8401,on,1493497792774
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,18574,off,1493497811348
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,0,on,1493497811348
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,8857,off,1493497820205
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,27662,on,1493497847867
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,2250,off,1493497850117
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,1972,on,1493497852089
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,3761,off,1493497855850
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,46675,on,1493497902525
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,1176,off,1493497903701
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,8940,on,1493497912641
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,14653,off,1493497927294
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,15287,on,1493497942581
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,4341,off,1493497946922
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,1,on,1493497946923
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,76289,off,1493498023212
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,32606,on,1493498055818
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,15190,off,1493498071008
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,28745,on,1493498099753
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,8325,off,1493498108078
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,0,on,1493498108078
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,22217,off,1493498130295
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,8145,on,1493498138440
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,1454,off,1493498139894
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,15075,on,1493498154969
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,4300,off,1493498159269
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,3047,on,1493498162316
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,7246,off,1493498169562
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,1893,on,1493498171455
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,25909,off,1493498197364
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,1,on,1493498197365
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,30389,off,1493498227754
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,4103,on,1493498231857
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,5854,off,1493498237711
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,23915,on,1493498261626
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,3942,off,1493498265568
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,35463,on,1493498301031
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,5356,off,1493498306387
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,1,on,1493498306388
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,42161,off,1493498348549
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,0,on,1493498348549
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,97026,off,1493498445575
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,0,on,1493498445575
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,181131,off,1493498626706
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,31549,on,1493498658255
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,38275,off,1493498696530
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,4182,on,1493498700712
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,96889,off,1493498797601
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,3028,on,1493498800629
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,28020,off,1493498828649
A2RCJ30AFLCI54:3U088ZLJVKT328UW4DBCGCBOEY7W0S,focus,30432,on,1493498859081
