A12O9P1OTMJOPW:3W92K5RLWUHPIQGSB9CSB5O1OFUV5G,params,"{u'info_cost': 1.6, u'PR_type': 0}"
A12O9P1OTMJOPW:3W92K5RLWUHPIQGSB9CSB5O1OFUV5G,final_bonus,0.65
A1F7TXGSWETWX0:3GS6S824SQX6N4M35JDARO71M9WWNH,params,"{u'info_cost': 1.6, u'PR_type': 0}"
A1F7TXGSWETWX0:3GS6S824SQX6N4M35JDARO71M9WWNH,final_bonus,0
A1GVMH6U54ZT8V:30OG32W0SUBC640CKJJ45I01F5RNES,params,"{u'info_cost': 1.6, u'PR_type': 0}"
A1GVMH6U54ZT8V:30OG32W0SUBC640CKJJ45I01F5RNES,final_bonus,1.94
A1MV2B8I02QVOE:3LPW2N6LKT2P5BRS6J2NFJMIA7KU5N,params,"{u'info_cost': 1.6, u'PR_type': 0}"
A1MV2B8I02QVOE:3LPW2N6LKT2P5BRS6J2NFJMIA7KU5N,final_bonus,0.68
A1R3W25JDAUQ09:392CY0QWG1R201SSYXUZROSTGH34IN,params,"{u'info_cost': 1.6, u'PR_type': 2}"
A1R3W25JDAUQ09:392CY0QWG1R201SSYXUZROSTGH34IN,final_bonus,0.35000000000000003
A1RG8PCK9V4QP:3QAVNHZ3EM4JSRGFS113W76LPVUALJ,params,"{u'info_cost': 1.6, u'PR_type': 2}"
A1RG8PCK9V4QP:3QAVNHZ3EM4JSRGFS113W76LPVUALJ,final_bonus,0.9
A1RPQXFV02P72A:3UXUOQ9OKEXKD6RDO70TD2OKUBPA7A,params,"{u'info_cost': 1.6, u'PR_type': 0}"
A1RPQXFV02P72A:3UXUOQ9OKEXKD6RDO70TD2OKUBPA7A,final_bonus,0.65
A1SF18PR3JYUYZ:3018Q3ZVOIQUVPBSXLYZIJFKVNIRAP,params,"{u'info_cost': 1.6, u'PR_type': 1}"
