,actionTimes,actions,clickTimes,clicks,condition,delays,infoCost,minTime,path,rt,score,time_elapsed,trialID,trialIndex,trial_type,worker_id,assignment_id,pid,feedback
29,"[22792, 34964, 38767]","[u'left', u'left', u'up']","[12963, 17040, 19106]","[u'14', u'16', u'10']",3.0,"[8, 0, 1]",1.6,45.0,"[1, 4, 8, 14]","[22792, 1734, 2131]",29.2,313246,5.0,3.0,graph,A1OBB3PWYWK9KK,3KRVW3HTZNL7Y5KU9DO9HKFGB5YMSY,1,True
30,"[7097, 24568, 31132]","[u'down', u'down', u'left']",[28346],[u'17'],3.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 16]","[7097, 7822, 4920]",4.4,371867,3.0,4.0,graph,A1OBB3PWYWK9KK,3KRVW3HTZNL7Y5KU9DO9HKFGB5YMSY,1,True
31,"[6994, 19852, 27584]","[u'right', u'right', u'down']","[21955, 24293]","[u'10', u'11']",3.0,"[8, 0, 1]",1.6,45.0,"[1, 2, 6, 11]","[6994, 3879, 6773]",12.8,431228,6.0,5.0,graph,A1OBB3PWYWK9KK,3KRVW3HTZNL7Y5KU9DO9HKFGB5YMSY,1,True
32,"[6169, 16668, 26246]","[u'down', u'down', u'right']","[19097, 24457]","[u'16', u'17']",3.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 17]","[6169, 1536, 8619]",-1.2,489112,7.0,6.0,graph,A1OBB3PWYWK9KK,3KRVW3HTZNL7Y5KU9DO9HKFGB5YMSY,1,True
33,"[19226, 30523, 34005]","[u'down', u'down', u'left']","[1709, 4032, 5773, 6967, 8924, 10357, 11522, 15597]","[u'14', u'12', u'13', u'10', u'11', u'17', u'16', u'15']",3.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 16]","[19226, 2307, 2523]",33.2,548097,1.0,7.0,graph,A1OBB3PWYWK9KK,3KRVW3HTZNL7Y5KU9DO9HKFGB5YMSY,1,True
34,"[19826, 29312, 31293]","[u'down', u'down', u'right']","[2057, 4330, 5279, 6433, 7858, 9371, 10562, 11672, 17473]","[u'12', u'13', u'10', u'11', u'17', u'16', u'15', u'14', u'5']",3.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 17]","[19826, 495, 1034]",27.6,604986,4.0,8.0,graph,A1OBB3PWYWK9KK,3KRVW3HTZNL7Y5KU9DO9HKFGB5YMSY,1,True
52,"[57763, 70953, 73499]","[u'right', u'right', u'up']","[48755, 53977, 55114, 68994]","[u'2', u'6', u'10', u'11']",0.0,"[8, 0, 1]",0.01,45.0,"[1, 2, 6, 10]","[57762, 3654, 1380]",33.96,756903,3.0,1.0,graph,A24Z8V5IV2VJ8F,3HQUKB7LNFEWGI537MWXL10IL8IHHZ,2,True
53,"[14368, 23337, 24987]","[u'right', u'right', u'up']","[1595, 2051, 2451, 3077, 4298, 4658, 5163, 5906, 7131, 7395, 7675, 8171, 9186, 9466, 9762, 10571]","[u'4', u'8', u'14', u'15', u'3', u'7', u'12', u'13', u'2', u'6', u'10', u'11', u'5', u'9', u'16', u'17']",0.0,"[8, 0, 1]",0.01,45.0,"[1, 2, 6, 10]","[14368, 445, 746]",33.84,830101,2.0,2.0,graph,A24Z8V5IV2VJ8F,3HQUKB7LNFEWGI537MWXL10IL8IHHZ,2,True
54,"[10082, 19992, 22707]","[u'up', u'up', u'left']","[1222, 1694, 2045, 2574, 3213, 3533, 3973, 5029, 5526, 5910, 6366, 6768, 7534, 7826, 8502, 9046]","[u'4', u'8', u'14', u'15', u'16', u'9', u'5', u'17', u'11', u'6', u'10', u'2', u'3', u'7', u'13', u'12']",0.0,"[8, 0, 1]",0.01,45.0,"[1, 3, 7, 12]","[10082, 1388, 1865]",36.84,888629,6.0,3.0,graph,A24Z8V5IV2VJ8F,3HQUKB7LNFEWGI537MWXL10IL8IHHZ,2,True
55,"[14825, 24490, 25636]","[u'left', u'left', u'up']","[2568, 3160, 3584, 4272, 4975, 5336, 5784, 6344, 7416, 7768, 8056, 8416, 9335, 9664, 9968, 10359]","[u'2', u'6', u'10', u'11', u'9', u'16', u'17', u'5', u'15', u'8', u'4', u'14', u'12', u'7', u'3', u'13']",0.0,"[8, 0, 1]",0.01,45.0,"[1, 4, 8, 14]","[14825, 1151, 285]",33.84,950206,5.0,4.0,graph,A24Z8V5IV2VJ8F,3HQUKB7LNFEWGI537MWXL10IL8IHHZ,2,True
56,"[11469, 27549, 29143]","[u'left', u'left', u'up']","[2098, 2786, 3090, 3602, 4218, 4690, 5017, 5545, 6585, 6817, 7194, 7649, 8193, 8505, 9410, 9803]","[u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'15', u'8', u'4', u'14', u'3', u'7', u'13', u'12']",0.0,"[8, 0, 1]",0.01,45.0,"[1, 4, 8, 14]","[11468, 7559, 711]",39.84,1013236,0.0,5.0,graph,A24Z8V5IV2VJ8F,3HQUKB7LNFEWGI537MWXL10IL8IHHZ,2,True
57,"[11406, 20389, 21491]","[u'right', u'right', u'up']","[2646, 3014, 3342, 3878, 4431, 4838, 5190, 5606, 6350, 6646, 6933, 7718, 8310, 8678, 9046, 9598]","[u'5', u'9', u'16', u'17', u'2', u'6', u'10', u'11', u'4', u'8', u'14', u'15', u'3', u'7', u'12', u'13']",0.0,"[8, 0, 1]",0.01,45.0,"[1, 2, 6, 10]","[11406, 473, 216]",21.84,1072716,7.0,6.0,graph,A24Z8V5IV2VJ8F,3HQUKB7LNFEWGI537MWXL10IL8IHHZ,2,True
58,"[13208, 22461, 23329]","[u'down', u'down', u'right']","[1601, 1953, 2289, 2705, 3369, 3632, 4017, 4385, 5625, 5873, 6265, 6657, 7952, 8256, 8616, 9072]","[u'2', u'6', u'10', u'11', u'9', u'5', u'17', u'16', u'8', u'4', u'14', u'15', u'7', u'12', u'3', u'13']",0.0,"[8, 0, 1]",0.01,45.0,"[1, 5, 9, 17]","[13208, 736, 2]",41.84,1132075,4.0,7.0,graph,A24Z8V5IV2VJ8F,3HQUKB7LNFEWGI537MWXL10IL8IHHZ,2,True
59,"[10427, 20694, 21849]","[u'down', u'down', u'left']","[2228, 2597, 2932, 3340, 3965, 4316, 4621, 5006, 5876, 6132, 6461, 7164, 7676, 7964, 8428, 9038]","[u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'15', u'8', u'4', u'14', u'3', u'7', u'12', u'13']",0.0,"[8, 0, 1]",0.01,45.0,"[1, 5, 9, 16]","[10427, 1757, 307]",45.84,1190469,1.0,8.0,graph,A24Z8V5IV2VJ8F,3HQUKB7LNFEWGI537MWXL10IL8IHHZ,2,True
67,"[15505, 20205, 25100]","[u'right', u'right', u'up']","[8943, 22035, 23233]","[u'2', u'10', u'11']",8.0,"[0, -1, 4]",2.8,45.0,"[1, 2, 6, 10]","[15503, 2045, 3077]",25.6,363458,2.0,1.0,graph,A2CMSEHTB3NQS9,32M8BPYGATMICHLCTYW00DPW6LKGIS,3,True
68,"[7059, 29885, 33371]","[u'up', u'up', u'left']","[1948, 2692, 3565, 4202, 31692, 32379, 46764]","[u'3', u'2', u'5', u'4', u'13', u'12', u'7']",8.0,"[17, -1, 9]",2.8,45.0,"[1, 3, 7, 12]","[7059, 3174, 1699]",17.4,442303,6.0,2.0,graph,A2CMSEHTB3NQS9,32M8BPYGATMICHLCTYW00DPW6LKGIS,3,True
69,"[4586, 7270, 16025]","[u'up', u'up', u'left']","[2518, 10196, 11420]","[u'3', u'13', u'12']",8.0,"[-41, -5, 16]",2.8,45.0,"[1, 3, 7, 12]","[4586, 11, 6724]",12.6,600221,1.0,3.0,graph,A2CMSEHTB3NQS9,32M8BPYGATMICHLCTYW00DPW6LKGIS,3,True
70,"[19019, 264388, 266860]","[u'left', u'left', u'up']","[7240, 9849, 11230, 13099, 15288, 16425, 17633]","[u'3', u'13', u'12', u'2', u'10', u'4', u'14']",8.0,"[24, -1, -27]",2.8,45.0,"[1, 4, 8, 14]","[19019, 217982, 699]",14.4,876041,5.0,4.0,graph,A2CMSEHTB3NQS9,32M8BPYGATMICHLCTYW00DPW6LKGIS,3,True
71,"[13091, 15356, 16994]","[u'left', u'left', u'down']","[5307, 8570, 11233, 12408]","[u'4', u'8', u'14', u'15']",8.0,"[-28, -4, -5]",2.8,45.0,"[1, 4, 8, 15]","[13090, 17, 10]",28.8,924167,0.0,5.0,graph,A2CMSEHTB3NQS9,32M8BPYGATMICHLCTYW00DPW6LKGIS,3,True
72,"[7463, 69037, 70689]","[u'right', u'right', u'up']","[1694, 3120, 4754, 5517, 6221]","[u'4', u'2', u'6', u'10', u'11']",8.0,"[56, -2, -71]",2.8,45.0,"[1, 2, 6, 10]","[7463, 3322, 10]",20.0,1091025,3.0,6.0,graph,A2CMSEHTB3NQS9,32M8BPYGATMICHLCTYW00DPW6LKGIS,3,True
73,"[19563, 21562, 22921]","[u'down', u'down', u'right']","[5892, 7298, 9769, 10857, 11921, 13433, 16037, 16881, 18050]","[u'2', u'4', u'8', u'14', u'15', u'5', u'9', u'17', u'16']",8.0,"[-16, -4, -5]",2.8,45.0,"[1, 5, 9, 17]","[19562, 11, 18]",16.8,1139452,4.0,7.0,graph,A2CMSEHTB3NQS9,32M8BPYGATMICHLCTYW00DPW6LKGIS,3,True
74,"[11090, 61698, 63297]","[u'right', u'right', u'up']","[1631, 2926, 4897, 5681, 6872, 7768, 8728]","[u'3', u'2', u'5', u'4', u'6', u'10', u'11']",8.0,"[46, -1, -27]",2.8,45.0,"[1, 2, 6, 10]","[11090, 2347, 18]",2.4,1235991,7.0,8.0,graph,A2CMSEHTB3NQS9,32M8BPYGATMICHLCTYW00DPW6LKGIS,3,True
84,"[12105, 15865, 18073]","[u'right', u'right', u'up']","[6309, 9491, 45637, 47193, 49068, 58421]","[u'6', u'10', u'4', u'2', u'11', u'5']",2.0,"[2, -24, 24]",0.01,45.0,"[1, 2, 6, 10]","[12104, 562, 1300]",7.94,648989,0.0,1.0,graph,A2WC2NO555XU3J,33M4IA01QG16R2JL8VQD2RQIW7YRXY,4,True
85,"[22731, 82010, 82977]","[u'right', u'right', u'up']","[12321, 13016, 13710, 14173, 15054, 16015, 16849, 19421, 20078, 20736]","[u'5', u'4', u'3', u'2', u'9', u'17', u'16', u'6', u'11', u'10']",2.0,"[55, -24, -52]",0.01,45.0,"[1, 2, 6, 10]","[22731, 3344, 142]",33.9,751627,3.0,2.0,graph,A2WC2NO555XU3J,33M4IA01QG16R2JL8VQD2RQIW7YRXY,4,True
86,"[18944, 19849, 20623]","[u'right', u'right', u'up']","[1144, 1607, 2194, 2657, 3459, 4314, 5809, 7258, 8236, 9490, 11151, 11774, 12863, 16259, 16644, 17037]","[u'5', u'2', u'3', u'4', u'9', u'16', u'17', u'6', u'11', u'10', u'8', u'15', u'14', u'7', u'13', u'12']",2.0,"[-10, 0, -4]",0.01,45.0,"[1, 2, 6, 10]","[18943, 164, 30]",33.84,798177,2.0,3.0,graph,A2WC2NO555XU3J,33M4IA01QG16R2JL8VQD2RQIW7YRXY,4,True
87,"[14759, 31311, 33047]","[u'left', u'left', u'up']","[1125, 1430, 1900, 2176, 2835, 4845, 6811, 7638, 8822, 10264, 11739, 12494]","[u'5', u'2', u'3', u'4', u'7', u'8', u'15', u'14', u'9', u'6', u'10', u'11']",2.0,"[14, 0, -43]",0.01,45.0,"[1, 4, 8, 14]","[14759, 1574, 892]",33.88,859066,5.0,4.0,graph,A2WC2NO555XU3J,33M4IA01QG16R2JL8VQD2RQIW7YRXY,4,True
88,"[19722, 20577, 23994]","[u'down', u'down', u'left']","[1507, 2032, 2452, 2826, 3635, 4278, 4991, 6663, 7223, 7714, 12043, 12657, 13139, 16970, 17416, 17739]","[u'2', u'3', u'4', u'5', u'7', u'13', u'12', u'9', u'16', u'17', u'8', u'14', u'15', u'6', u'10', u'11']",2.0,"[-72, 1, 1]",0.01,45.0,"[1, 5, 9, 16]","[19722, 103, 1718]",45.84,907635,1.0,5.0,graph,A2WC2NO555XU3J,33M4IA01QG16R2JL8VQD2RQIW7YRXY,4,True
89,"[32235, 46428, 47162]","[u'right', u'right', u'up']","[1004, 1343, 1654, 1920, 2581, 3396, 6554, 8119, 8814, 9349, 10390, 11191, 11795, 15388, 15823, 16207]","[u'2', u'3', u'4', u'5', u'6', u'10', u'11', u'7', u'12', u'13', u'8', u'15', u'14', u'9', u'16', u'17']",2.0,"[13, 0, -27]",0.01,45.0,"[1, 2, 6, 10]","[32235, 460, 27]",21.84,967282,7.0,6.0,graph,A2WC2NO555XU3J,33M4IA01QG16R2JL8VQD2RQIW7YRXY,4,True
90,"[9372, 12203, 13907]","[u'up', u'up', u'left']","[658, 872, 1159, 1433, 2057, 2593, 3143, 4026, 4382, 4684]","[u'5', u'4', u'3', u'2', u'7', u'12', u'13', u'8', u'14', u'15']",2.0,"[-37, 0, 0]",0.01,45.0,"[1, 3, 7, 12]","[9372, 1874, 923]",36.9,1013971,6.0,7.0,graph,A2WC2NO555XU3J,33M4IA01QG16R2JL8VQD2RQIW7YRXY,4,True
91,"[8159, 12862, 16437]","[u'down', u'down', u'right']","[811, 1051, 1355, 2150, 2567, 3068, 3670, 5316, 5958, 6430]","[u'2', u'5', u'4', u'3', u'8', u'14', u'15', u'9', u'16', u'17']",2.0,"[-53, 1, 1]",0.01,45.0,"[1, 5, 9, 17]","[8158, 3756, 1784]",41.9,1075035,4.0,8.0,graph,A2WC2NO555XU3J,33M4IA01QG16R2JL8VQD2RQIW7YRXY,4,True
99,"[21748, 33435, 39092]","[u'down', u'down', u'left']",[],[],6.0,"[8, 0, 1]",2.8,45.0,"[1, 5, 9, 16]","[21748, 2759, 4683]",16.0,359685,5.0,1.0,graph,AYH6G17Q8FY3B,3QEMNNSB2XZIBDUP8HRV33WQFDSD7J,5,True
100,"[2068, 14168, 52112]","[u'up', u'up', u'right']",[],[],6.0,"[8, 0, 1]",2.8,45.0,"[1, 3, 7, 13]","[2068, 3185, 37041]",21.0,438111,1.0,2.0,graph,AYH6G17Q8FY3B,3QEMNNSB2XZIBDUP8HRV33WQFDSD7J,5,True
101,"[2859, 12944, 15504]","[u'left', u'left', u'up']",[],[],6.0,"[8, 0, 1]",2.8,45.0,"[1, 4, 8, 14]","[2859, 1231, 1716]",18.0,506718,7.0,3.0,graph,AYH6G17Q8FY3B,3QEMNNSB2XZIBDUP8HRV33WQFDSD7J,5,True
102,"[3213, 13056, 23749]","[u'up', u'up', u'left']",[],[],6.0,"[8, 0, 1]",2.8,45.0,"[1, 3, 7, 12]","[3213, 949, 9738]",37.0,586339,6.0,4.0,graph,AYH6G17Q8FY3B,3QEMNNSB2XZIBDUP8HRV33WQFDSD7J,5,True
103,"[3311, 12825, 15690]","[u'right', u'right', u'down']",[],[],6.0,"[8, 0, 1]",2.8,45.0,"[1, 2, 6, 11]","[3311, 629, 1991]",32.0,657133,2.0,5.0,graph,AYH6G17Q8FY3B,3QEMNNSB2XZIBDUP8HRV33WQFDSD7J,5,True
104,"[793, 10162, 13352]","[u'down', u'down', u'right']",[],[],6.0,"[8, 0, 1]",2.8,45.0,"[1, 5, 9, 17]","[792, 381, 2248]",0.0,731880,3.0,6.0,graph,AYH6G17Q8FY3B,3QEMNNSB2XZIBDUP8HRV33WQFDSD7J,5,True
105,"[3155, 13347, 15729]","[u'up', u'up', u'left']",[],[],6.0,"[8, 0, 1]",2.8,45.0,"[1, 3, 7, 12]","[3154, 1220, 1431]",-3.0,789905,0.0,7.0,graph,AYH6G17Q8FY3B,3QEMNNSB2XZIBDUP8HRV33WQFDSD7J,5,True
106,"[14207, 24145, 26285]","[u'down', u'down', u'right']","[4683, 6726]","[u'16', u'17']",6.0,"[8, 0, 1]",2.8,45.0,"[1, 5, 9, 17]","[14205, 1062, 998]",36.4,849355,4.0,8.0,graph,AYH6G17Q8FY3B,3QEMNNSB2XZIBDUP8HRV33WQFDSD7J,5,True
