A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,final_bonus,1.6350000000000002
A12R2U6TBB3OOG:3KWTYT08703MML4YX5AMOWQZWCN5LR,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A12R2U6TBB3OOG:3KWTYT08703MML4YX5AMOWQZWCN5LR,final_bonus,1.02
A16ANYLVNPKCVG:3URFVVM165INCPBHD7934NTDA2NZUL,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A16ANYLVNPKCVG:3URFVVM165INCPBHD7934NTDA2NZUL,final_bonus,1.9350000000000003
A189V9652OVX56:354P56DE9K3OD2D757MKY2IQFCQ7SM,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A19134KP9PBNXT:3HL8HNGX451JNGWEEKK55ZQHLCKF9N,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A19134KP9PBNXT:3HL8HNGX451JNGWEEKK55ZQHLCKF9N,final_bonus,0.03
A19IWME4DCIU1H:3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A19IWME4DCIU1H:3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,final_bonus,0.1
A1EK8YNHZHTW1J:3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1EK8YNHZHTW1J:3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,final_bonus,1.02
A1F1OZ54G177D8:3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1F1OZ54G177D8:3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,final_bonus,1.8050000000000002
A1F9KLZGHE9DTA:39JEC7537U1AHBP7QJZ0PBUBFRAVC7,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1F9KLZGHE9DTA:39JEC7537U1AHBP7QJZ0PBUBFRAVC7,final_bonus,2.245
A1FFMPJ0W6FHQ8:3MX2NQ3YC9UHMFLNBODAZQLM3LWX54,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1FFMPJ0W6FHQ8:3MX2NQ3YC9UHMFLNBODAZQLM3LWX54,final_bonus,1.55
A1FQGVP8SX5WE2:3VELCLL3GKJ1YBTJA75CQT8YN0WF1E,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1FQGVP8SX5WE2:3VELCLL3GKJ1YBTJA75CQT8YN0WF1E,final_bonus,0.485
A1GRPIBHW72HDU:3X65QVEQI0N7L6DDCFXU22W9OT9CL6,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1GRPIBHW72HDU:3X65QVEQI0N7L6DDCFXU22W9OT9CL6,final_bonus,1.69
A1JV64BL3WCK0G:3AUQQEL7U5TQNJURE36GUASA62DV0E,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1KGCOR8OXYR72:3AZHRG4CU4K6BAS8UT0ABF0RFIL03N,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1KGCOR8OXYR72:3AZHRG4CU4K6BAS8UT0ABF0RFIL03N,final_bonus,2.02
A1L8EDNM7HZZAX:3EICBYG644W1QGPD9ULHMNJHK44CJ4,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1L8EDNM7HZZAX:3EICBYG644W1QGPD9ULHMNJHK44CJ4,final_bonus,1.6800000000000002
A1LMXY8R59ZUHU:3JC6VJ2SABJ5Q2DU0ELWFIAO20O5A9,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1LMXY8R59ZUHU:3JC6VJ2SABJ5Q2DU0ELWFIAO20O5A9,final_bonus,1.62
A1LRDHZZUVF9AZ:3PW9OPU9PQKHXHH7MCQ56AE9EWR21H,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
A1LRDHZZUVF9AZ:3PW9OPU9PQKHXHH7MCQ56AE9EWR21H,final_bonus,2.22
A1OQ3KL56KMQSU:35DR22AR5DKE80YJX5PHKTN2PP5X3E,params,{u'creationDate': u'Wed Apr  5 18:48:11 2017'}
