A10ZOUOZZ3EOAJ:3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,params,{u'creationDate': u'Sat Feb 25 19:58:07 2017'}
A10ZOUOZZ3EOAJ:3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,final_bonus,1.8800000000000001
A142ZRU284W9O:3X31TUMD7XMNY33FWI8AL6DHI6U1LX,params,{u'creationDate': u'Sat Feb 25 19:58:07 2017'}
A142ZRU284W9O:3X31TUMD7XMNY33FWI8AL6DHI6U1LX,final_bonus,1.8399999999999999
A14ADQ7RUN6TDY:3JV9LGBJWTES83WFRT95KALHF0HGOS,params,{u'creationDate': u'Sat Feb 25 19:58:07 2017'}
A14ADQ7RUN6TDY:3JV9LGBJWTES83WFRT95KALHF0HGOS,final_bonus,1.8800000000000001
A19LTHK3TA57SF:37ZHEEHM6WMKTLSSFSLJQUADL6337I,params,{u'creationDate': u'Sat Feb 25 19:58:07 2017'}
A19LTHK3TA57SF:37ZHEEHM6WMKTLSSFSLJQUADL6337I,final_bonus,1.02
A19LVWX8ZLO6CS:3WQ3B2KGE8GBLUH355JG73HC6CJB1N,params,{u'creationDate': u'Sat Feb 25 19:58:07 2017'}
A19LVWX8ZLO6CS:3WQ3B2KGE8GBLUH355JG73HC6CJB1N,final_bonus,1.6300000000000001
A1B4WL7N3ACF2T:32SCWG5HIH48WAJAUGDYXJDIVRCP6I,params,{u'creationDate': u'Sat Feb 25 19:58:07 2017'}
A1B4WL7N3ACF2T:32SCWG5HIH48WAJAUGDYXJDIVRCP6I,final_bonus,2.225
A1C0H8G0YI15MN:3SNLUL3WO4N370UDY6IUW8IET3RLUG,params,{u'creationDate': u'Sat Feb 25 19:58:07 2017'}
A1C0H8G0YI15MN:3SNLUL3WO4N370UDY6IUW8IET3RLUG,final_bonus,2.27
A1DWDCD4CHM68O:32M8BPYGATMICHLCTYW00DPV3RIGIX,params,{u'creationDate': u'Sat Feb 25 19:58:07 2017'}
A1DWDCD4CHM68O:32M8BPYGATMICHLCTYW00DPV3RIGIX,final_bonus,1.92
