,actionTimes,actions,clickTimes,clicks,condition,delays,infoCost,minTime,path,rt,score,time_elapsed,trialID,trialIndex,trial_type,worker_id,assignment_id,pid
1158,"[16116, 17765, 18475]","[u'left', u'left', u'up']","[1626, 2282, 3018, 3772, 5141, 5527, 6023, 6823, 7224, 7607, 8939, 9353, 9772, 10420, 10788, 11302]","[u'3', u'4', u'5', u'2', u'7', u'13', u'12', u'14', u'8', u'15', u'16', u'9', u'17', u'11', u'6', u'10']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[16115, 1150, 3]",32.4,443338,5.0,2.0,graph,ASV53ZC7ILJ7B,33SA9F9TRXU2TY9QCKAR11DS7CQEWU,59
1159,"[13658, 15562, 16332]","[u'left', u'left', u'down']","[588, 1370, 1835, 2276, 2788, 3124, 3830, 4854, 5190, 5528, 6248, 6552, 6874, 7323, 7659, 8077]","[u'3', u'4', u'5', u'2', u'10', u'6', u'11', u'13', u'7', u'12', u'14', u'8', u'15', u'16', u'9', u'17']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[13657, 1399, 24]",38.4,496198,0.0,3.0,graph,ASV53ZC7ILJ7B,33SA9F9TRXU2TY9QCKAR11DS7CQEWU,59
1160,"[11782, 12330, 13053]","[u'right', u'right', u'up']","[1171, 1969, 2549, 2963, 3492, 3827, 4197, 4838, 5221, 5560, 6295, 6696, 7032, 7753, 8089, 8425]","[u'4', u'3', u'5', u'2', u'10', u'6', u'11', u'17', u'9', u'16', u'15', u'8', u'14', u'12', u'7', u'13']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[11781, 33, 1]",32.4,551124,3.0,4.0,graph,ASV53ZC7ILJ7B,33SA9F9TRXU2TY9QCKAR11DS7CQEWU,59
1161,"[6088, 8507, 9310]","[u'down', u'down', u'left']","[752, 1185, 1507, 2019, 2661, 2979, 3347, 3763]","[u'4', u'8', u'14', u'15', u'16', u'9', u'17', u'5']",1.0,"[1, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[6088, 699, 3]",45.2,607270,1.0,5.0,graph,ASV53ZC7ILJ7B,33SA9F9TRXU2TY9QCKAR11DS7CQEWU,59
1162,"[9031, 9599, 10357]","[u'up', u'up', u'left']","[626, 1124, 1540, 2133, 2886, 3270, 3673, 4104, 4713, 5096, 5435, 5835, 6524, 6860, 7276, 7708]","[u'4', u'8', u'14', u'15', u'16', u'9', u'17', u'5', u'11', u'6', u'10', u'2', u'3', u'7', u'12', u'13']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[9030, 33, 1]",35.4,661719,6.0,6.0,graph,ASV53ZC7ILJ7B,33SA9F9TRXU2TY9QCKAR11DS7CQEWU,59
1163,"[8057, 8934, 9666]","[u'right', u'right', u'up']","[934, 1382, 1734, 2234, 2794, 3128, 3416, 3786, 4299, 4618, 4891, 5262, 5964, 6288, 6575, 7006]","[u'4', u'8', u'14', u'15', u'16', u'9', u'5', u'17', u'11', u'6', u'2', u'10', u'3', u'7', u'12', u'13']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[8057, 360, 1]",32.4,721229,2.0,7.0,graph,ASV53ZC7ILJ7B,33SA9F9TRXU2TY9QCKAR11DS7CQEWU,59
1164,"[10248, 17577, 18337]","[u'right', u'right', u'up']","[1923, 2532, 2868, 3348, 4199, 4550, 5034, 5896, 6264, 6986, 7723, 8045, 8333]","[u'2', u'4', u'3', u'5', u'6', u'10', u'11', u'8', u'14', u'15', u'12', u'7', u'13']",1.0,"[6, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[10248, 683, 1]",20.7,775791,7.0,8.0,graph,ASV53ZC7ILJ7B,33SA9F9TRXU2TY9QCKAR11DS7CQEWU,59
1168,"[12394, 17920, 20025]","[u'right', u'right', u'up']","[5492, 7777, 8857, 9855]","[u'12', u'13', u'11', u'10']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[12394, 1393, 1119]",7.6,161248,1.0,1.0,graph,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
1169,"[11564, 16667, 18783]","[u'up', u'up', u'left']","[5101, 6517, 7733, 8653, 10389]","[u'15', u'14', u'12', u'13', u'3']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[11564, 965, 1115]",36.5,236809,6.0,2.0,graph,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
1170,"[5085, 10147, 12338]","[u'left', u'left', u'up']","[2655, 3365, 3943]","[u'14', u'15', u'4']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[5085, 872, 1213]",17.7,293956,7.0,3.0,graph,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
1171,"[6698, 11594, 13999]","[u'down', u'down', u'left']","[3222, 4853, 5685]","[u'17', u'16', u'5']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[6698, 738, 1336]",3.7,350131,2.0,4.0,graph,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
1172,"[22035, 27388, 28669]","[u'left', u'left', u'down']","[11934, 12875, 13978, 15545, 17233, 18683, 20636]","[u'13', u'12', u'11', u'14', u'15', u'4', u'8']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[22035, 1302, 236]",25.3,411251,3.0,5.0,graph,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
1173,"[5705, 10417, 14070]","[u'down', u'down', u'left']","[2460, 3252, 3973]","[u'16', u'17', u'5']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[5705, 571, 2640]",15.7,464669,5.0,6.0,graph,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
1174,"[7322, 13476, 16078]","[u'up', u'up', u'left']","[3422, 4509, 5525]","[u'12', u'13', u'3']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[7321, 1924, 1557]",22.7,524583,4.0,7.0,graph,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
1175,"[6252, 11275, 13963]","[u'left', u'left', u'up']","[2220, 3012, 3653, 5164]","[u'15', u'14', u'4', u'8']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[6252, 914, 1647]",39.6,584710,0.0,8.0,graph,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
