,actionTimes,actions,clickTimes,clicks,condition,delays,infoCost,minTime,path,rt,score,time_elapsed,trialID,trialIndex,trial_type,worker_id,assignment_id,pid
12,"[23782, 29098, 31124]","[u'left', u'left', u'up']","[7124, 9167, 10832, 11903, 13688, 14593, 15832, 17137, 18201]","[u'2', u'3', u'4', u'5', u'9', u'17', u'16', u'8', u'14']",2.0,"[2, 0, 2]",0.1,45.0,"[1, 4, 8, 14]","[23781, 2142, 899]",39.1,600742,0.0,1.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0
13,"[24109, 25162, 26550]","[u'left', u'left', u'up']","[1877, 3181, 4396, 5605, 7837, 9318, 11661, 13317, 14701, 16197, 18814, 19830, 21038]","[u'4', u'3', u'2', u'5', u'7', u'12', u'8', u'14', u'15', u'9', u'6', u'10', u'11']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[24109, 3, 387]",32.7,685762,5.0,2.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0
14,"[22342, 23236, 24482]","[u'down', u'down', u'right']","[5520, 6679, 7687, 9103, 11151, 12191, 13263, 14760, 16191, 17119, 18519]","[u'2', u'5', u'4', u'3', u'8', u'14', u'15', u'9', u'16', u'17', u'7']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[22342, 1, 226]",40.9,738325,4.0,3.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0
15,"[16147, 17023, 18189]","[u'right', u'right', u'up']","[1047, 2714, 3698, 4818, 6706, 8058, 9442, 10754, 11738, 12977, 14395]","[u'2', u'3', u'4', u'5', u'9', u'6', u'8', u'14', u'15', u'10', u'11']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[16147, 2, 177]",32.9,786965,2.0,4.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0
16,"[19770, 20837, 21995]","[u'right', u'right', u'up']","[1217, 2921, 3898, 5146, 6770, 7473, 8586, 10346, 11266, 12106, 13841, 16802, 17722]","[u'3', u'2', u'5', u'4', u'9', u'17', u'16', u'6', u'11', u'10', u'7', u'8', u'14']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[19770, 106, 182]",32.7,835123,3.0,5.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0
17,"[17756, 18543, 19998]","[u'down', u'down', u'left']","[920, 1850, 2850, 3834, 5266, 6138, 7050, 8298, 10554, 12681, 14136, 14922, 15793]","[u'2', u'3', u'4', u'5', u'7', u'13', u'12', u'9', u'16', u'17', u'8', u'14', u'15']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[17756, 20, 532]",44.7,884636,1.0,6.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0
18,"[21105, 29107, 32872]","[u'right', u'right', u'up']","[1431, 2735, 3686, 4783, 6590, 8623, 9581, 11351, 12414, 13374, 14888, 15862, 16902]","[u'3', u'2', u'5', u'4', u'6', u'10', u'11', u'7', u'13', u'12', u'8', u'14', u'15']",2.0,"[6, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[21105, 1308, 2795]",20.7,939121,7.0,7.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0
19,"[24178, 24980, 25934]","[u'up', u'up', u'left']","[3399, 4239, 4975, 6072, 7352, 8144, 8992, 10687, 13431, 14392, 15487, 16894, 18062, 19432, 20094]","[u'3', u'4', u'5', u'2', u'7', u'12', u'13', u'8', u'14', u'15', u'9', u'16', u'17', u'6', u'10']",2.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[24178, 2, 40]",35.5,986775,6.0,8.0,graph,A110JBKYAC0WAW,37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0
31,"[29890, 38887, 40228]","[u'right', u'right', u'up']","[1748, 6133, 6844, 7867, 8998, 9484, 10395, 14413, 23417, 29369]","[u'2', u'3', u'4', u'5', u'17', u'9', u'16', u'6', u'10', u'11']",1.0,"[7, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[29890, 1236, 471]",33.0,389086,3.0,1.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,1
32,"[26773, 27653, 28392]","[u'right', u'right', u'up']","[3528, 4378, 5330, 5860, 6856, 7974, 9403, 11026, 12356, 12904, 13878, 15003, 17996, 20334, 21105, 21697]","[u'2', u'3', u'4', u'5', u'6', u'10', u'11', u'7', u'12', u'13', u'8', u'14', u'15', u'9', u'16', u'17']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[26773, 355, 21]",20.4,447435,7.0,2.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,1
33,"[24470, 25221, 26048]","[u'left', u'left', u'up']","[677, 2082, 2700, 3228, 3828, 5928, 6464, 7186, 8588, 14302, 15326, 17642, 20292, 20870]","[u'2', u'3', u'4', u'5', u'7', u'12', u'13', u'8', u'14', u'15', u'9', u'6', u'10', u'11']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[24470, 89, 3]",32.6,496598,5.0,3.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,1
34,"[14523, 15306, 16139]","[u'down', u'down', u'left']","[1622, 2585, 3289, 3867, 4714, 6832, 7303, 8498, 9699, 10315]","[u'2', u'3', u'4', u'5', u'7', u'12', u'13', u'9', u'17', u'16']",1.0,"[-2, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[14523, 2, 2]",45.0,545481,1.0,4.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,1
35,"[20005, 20665, 21449]","[u'right', u'right', u'up']","[759, 1527, 2081, 2669, 3667, 5101, 6205, 7231, 7986, 11853, 14269, 15431, 16103, 17425, 17937, 18515]","[u'2', u'3', u'4', u'5', u'9', u'16', u'17', u'6', u'10', u'11', u'8', u'14', u'15', u'7', u'13', u'12']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[20004, 137, 70]",32.4,595517,2.0,5.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,1
36,"[17090, 17871, 18628]","[u'left', u'left', u'down']","[465, 1113, 2379, 2926, 4057, 4936, 5583, 6378, 7573, 8099, 11730, 12793, 14579]","[u'2', u'3', u'4', u'5', u'9', u'16', u'17', u'7', u'12', u'13', u'8', u'14', u'15']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[17089, 86, 1]",38.7,642854,0.0,6.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,1
37,"[20965, 22061, 22851]","[u'up', u'up', u'left']","[1682, 2404, 3188, 3710, 4446, 5736, 10034, 11940, 13543, 14247, 16138, 17236, 19278]","[u'2', u'3', u'4', u'5', u'7', u'12', u'13', u'8', u'14', u'15', u'6', u'10', u'9']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[20965, 268, 1]",35.7,696023,6.0,7.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,1
38,"[12697, 13452, 14228]","[u'down', u'down', u'right']","[495, 1169, 1713, 2227, 2875, 4357, 4997, 7993, 8859, 11323]","[u'2', u'3', u'4', u'5', u'8', u'14', u'15', u'9', u'17', u'16']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[12697, 20, 1]",41.0,743931,4.0,8.0,graph,A12R2U6TBB3OOG,3KWTYT08703MML4YX5AMOWQZWCN5LR,1
44,"[20673, 29001, 34071]","[u'right', u'right', u'up']","[9451, 12348, 14428, 32949]","[u'2', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[20673, 4261, 4227]",33.6,485610,3.0,1.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,2
45,"[18927, 25206, 27363]","[u'up', u'up', u'left']","[1945, 3525, 5177, 6100, 7766, 8864, 11369, 12238, 13074, 13782]","[u'4', u'3', u'2', u'5', u'7', u'8', u'13', u'12', u'14', u'15']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[18927, 2423, 1353]",36.0,537027,6.0,2.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,2
46,"[27879, 32712, 35264]","[u'right', u'right', u'up']","[1012, 1735, 2564, 3100, 4223, 4904, 7936, 9929, 10455, 11100, 12279, 12702, 13232, 13849, 14255, 14684]","[u'2', u'3', u'4', u'5', u'6', u'10', u'11', u'7', u'12', u'13', u'8', u'14', u'15', u'16', u'9', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[27879, 1164, 1806]",20.4,611746,7.0,3.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,2
47,"[27468, 36408, 37962]","[u'left', u'left', u'up']","[1308, 2748, 4147, 5313, 6593, 8213, 8842, 10594, 12136, 13223, 15270, 16651, 19333, 23237, 23886]","[u'3', u'4', u'2', u'5', u'7', u'12', u'13', u'8', u'14', u'15', u'9', u'16', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[27468, 5104, 762]",32.5,671523,5.0,4.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,2
48,"[15965, 22812, 23955]","[u'right', u'right', u'up']","[1450, 2217, 2771, 3388, 4396, 4874, 5556, 6400, 6919, 7421, 9302, 9969, 10711]","[u'4', u'3', u'2', u'5', u'9', u'16', u'17', u'8', u'14', u'15', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[15965, 3061, 369]",32.7,722483,2.0,5.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,2
49,"[20427, 25103, 26283]","[u'left', u'left', u'up']","[1029, 1931, 2651, 3300, 4639, 6688, 7197, 8487, 8992, 9538, 11427, 11831, 16990]","[u'2', u'3', u'4', u'5', u'9', u'16', u'17', u'7', u'12', u'13', u'8', u'14', u'15']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[20427, 892, 410]",38.7,805214,0.0,6.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,2
50,"[14101, 18532, 19383]","[u'down', u'down', u'right']","[2410, 3030, 3716, 4380, 5739, 7205, 8062, 9398, 10385, 11239]","[u'2', u'3', u'4', u'5', u'8', u'14', u'15', u'9', u'16', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[14101, 564, 45]",41.0,855971,4.0,7.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,2
51,"[13703, 18121, 19013]","[u'down', u'down', u'left']","[1243, 2601, 3807, 5797, 7022, 8111, 8784, 10272, 11048, 12153]","[u'3', u'2', u'5', u'4', u'7', u'12', u'13', u'9', u'16', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[13703, 513, 75]",45.0,907092,1.0,8.0,graph,A16ANYLVNPKCVG,3URFVVM165INCPBHD7934NTDA2NZUL,2
81,"[5217, 18275, 20780]","[u'left', u'left', u'up']",[],[],3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[5215, 9061, 1697]",10.0,1175463,2.0,1.0,graph,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,3
82,"[5304, 12671, 17390]","[u'up', u'up', u'left']","[2417, 15697]","[u'3', u'13']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[5303, 3349, 3919]",20.8,1227640,1.0,2.0,graph,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,3
83,"[8624, 16202, 17078]","[u'up', u'up', u'right']","[866, 4338, 6922, 15243]","[u'5', u'3', u'2', u'12']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[8624, 3602, 58]",0.6,1281786,5.0,3.0,graph,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,3
84,"[15241, 21298, 23465]","[u'up', u'up', u'right']","[1132, 3692, 7140, 10581, 12388]","[u'2', u'16', u'3', u'7', u'12']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[15241, 2017, 1310]",14.5,1334593,0.0,4.0,graph,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,3
85,"[5507, 10514, 14370]","[u'left', u'left', u'down']","[1920, 4067, 12797]","[u'4', u'8', u'14']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[5507, 1033, 3047]",27.7,1387217,6.0,5.0,graph,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,3
86,"[6674, 11993, 14106]","[u'right', u'right', u'up']","[1077, 5041, 13356]","[u'2', u'6', u'10']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[6674, 1274, 1294]",33.7,1439362,3.0,6.0,graph,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,3
87,"[1969, 6441, 10026]","[u'left', u'left', u'down']","[924, 8901]","[u'4', u'14']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[1968, 466, 2783]",7.8,1494409,4.0,7.0,graph,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,3
88,"[9673, 14775, 17511]","[u'right', u'right', u'up']","[993, 4769, 7112, 16466]","[u'3', u'4', u'2', u'10']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[9672, 1092, 1931]",21.6,1545601,7.0,8.0,graph,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,3
96,"[4865, 10550, 18263]","[u'down', u'down', u'right']","[3095, 15667, 17213]","[u'5', u'17', u'16']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[4864, 1733, 6981]",3.7,392029,2.0,1.0,graph,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,4
97,"[10200, 14824, 21504]","[u'up', u'up', u'right']","[8656, 18578, 20429]","[u'3', u'13', u'12']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[10200, 686, 5944]",20.7,442964,1.0,2.0,graph,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,4
98,"[5728, 10343, 16328]","[u'down', u'down', u'left']","[1742, 3256, 4639, 12967, 14743]","[u'4', u'3', u'5', u'16', u'17']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[5728, 615, 5172]",5.5,492570,3.0,3.0,graph,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,4
99,"[4444, 8893, 12852]","[u'up', u'up', u'left']","[1698, 3160, 11025, 11896]","[u'2', u'3', u'13', u'12']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[4444, 519, 3179]",36.6,544517,6.0,4.0,graph,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,4
100,"[13371, 17947, 22299]","[u'up', u'up', u'right']","[2083, 3399, 4549, 6353, 7281, 9248, 10276, 11016, 20609, 21354]","[u'4', u'5', u'9', u'8', u'2', u'3', u'7', u'6', u'13', u'12']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[13371, 630, 3588]",2.0,596381,7.0,5.0,graph,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,4
101,"[21126, 25413, 28365]","[u'down', u'down', u'right']","[1401, 2290, 3482, 4541, 7662, 9222, 11927, 13084, 14138, 15078, 15946, 18764]","[u'2', u'6', u'5', u'9', u'17', u'16', u'3', u'7', u'13', u'12', u'4', u'10']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[21126, 447, 2234]",8.8,648033,0.0,6.0,graph,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,4
102,"[5216, 9936, 14439]","[u'left', u'left', u'up']","[1222, 3022, 11918, 13532]","[u'4', u'8', u'14', u'15']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[5215, 701, 3713]",33.6,701867,5.0,7.0,graph,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,4
103,"[12775, 17109, 20229]","[u'left', u'left', u'up']","[2166, 3693, 5538, 6418]","[u'4', u'8', u'15', u'14']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[12775, 430, 2382]",15.6,752421,4.0,8.0,graph,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,4
151,"[51139, 65321, 180719]","[u'right', u'right', u'up']","[11122, 19855, 27158, 32424, 36614, 40486, 43663, 86525, 96292, 99293, 106469, 112126, 116222, 144653, 152311, 169325]","[u'2', u'6', u'11', u'3', u'4', u'8', u'15', u'5', u'9', u'16', u'17', u'14', u'7', u'12', u'13', u'10']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[51138, 9057, 113584]",32.4,1605399,2.0,1.0,graph,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,5
152,"[50434, 163105, 164228]","[u'right', u'right', u'up']","[8111, 15209, 21184, 26207, 31983, 37167, 40271, 44256, 56864, 63912, 69296, 74640, 78879, 82815, 88336, 96023]","[u'2', u'4', u'8', u'14', u'15', u'16', u'5', u'9', u'17', u'6', u'11', u'10', u'3', u'7', u'13', u'12']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[50433, 107715, 4]",6.4,1774253,0.0,2.0,graph,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,5
153,"[65180, 82050, 102243]","[u'right', u'right', u'up']","[7298, 15825, 21281, 23275, 25794, 31027, 33416, 36264, 40969, 42882, 44329, 47289, 51256, 52889, 54976, 56721]","[u'4', u'14', u'8', u'15', u'5', u'9', u'16', u'17', u'2', u'6', u'11', u'10', u'3', u'12', u'7', u'13']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[65180, 13174, 18652]",4.4,1881187,5.0,3.0,graph,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,5
154,"[88570, 126394, 137915]","[u'up', u'up', u'right']","[2698, 5090, 6355, 9161, 12137, 14433, 16352, 18065, 20785, 23697, 26137, 28386, 31169, 34296, 36425, 38137]","[u'3', u'13', u'7', u'12', u'4', u'8', u'14', u'15', u'5', u'9', u'16', u'17', u'2', u'10', u'6', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[88569, 34130, 10069]",29.4,2023184,6.0,4.0,graph,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,5
155,"[48203, 107369, 118535]","[u'up', u'up', u'right']","[2396, 8398, 9964, 12100, 13531, 14923, 16148, 17388, 18701, 19997, 21396, 22437, 23788, 24916, 25812, 26556]","[u'4', u'8', u'14', u'15', u'3', u'7', u'12', u'13', u'2', u'6', u'10', u'11', u'5', u'16', u'9', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[48203, 55459, 9704]",3.4,2147408,3.0,5.0,graph,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,5
156,"[49032, 61564, 69328]","[u'up', u'up', u'right']","[158, 1407, 1878, 2344, 8758, 9214, 9878, 10334, 10830, 11278, 11689, 12262, 13318, 13894, 14374, 16734]","[u'3', u'12', u'7', u'13', u'2', u'6', u'10', u'11', u'17', u'9', u'5', u'16', u'4', u'8', u'14', u'15']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[49032, 8838, 6344]",11.4,2224604,4.0,6.0,graph,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,5
157,"[46408, 56192, 62619]","[u'down', u'down', u'left']","[2765, 3989, 5389, 6885, 8357, 9476, 10604, 11700, 12900, 14404, 15317, 16324, 17726, 18885, 20037, 21021]","[u'2', u'10', u'6', u'11', u'5', u'16', u'9', u'17', u'4', u'8', u'14', u'15', u'12', u'3', u'7', u'13']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[46408, 6101, 4858]",44.4,2292427,1.0,7.0,graph,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,5
158,"[49255, 57534, 64456]","[u'right', u'right', u'up']","[2925, 4635, 6483, 8115, 11211, 12803, 14052, 15363, 17451, 18707, 19892, 22298, 23482, 25005, 26218, 28946]","[u'2', u'6', u'10', u'11', u'3', u'7', u'12', u'13', u'5', u'9', u'16', u'17', u'4', u'8', u'15', u'14']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[49254, 4586, 5337]",20.4,2362094,7.0,8.0,graph,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,5
166,"[23654, 28958, 32981]","[u'left', u'left', u'up']","[3510, 5000, 6495, 7316, 8085, 11834, 12608, 13381, 14341, 17577, 18142, 20095, 21112, 21564]","[u'2', u'3', u'7', u'13', u'12', u'5', u'9', u'17', u'16', u'6', u'10', u'4', u'8', u'14']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[23654, 1440, 3279]",38.6,379940,0.0,1.0,graph,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,6
167,"[13755, 17979, 20923]","[u'up', u'up', u'left']","[1128, 2226, 2783, 7440, 8169, 8698, 9324, 9854, 10619]","[u'3', u'7', u'12', u'2', u'5', u'4', u'8', u'14', u'15']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[13755, 359, 2196]",36.1,431581,6.0,2.0,graph,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,6
168,"[25503, 29599, 31520]","[u'right', u'right', u'up']","[1470, 2428, 3297, 3813, 4799, 5414, 6131, 6534, 11507, 12156, 12839, 14433, 15298, 15756, 16505, 17329]","[u'3', u'2', u'6', u'10', u'5', u'4', u'8', u'14', u'7', u'13', u'12', u'11', u'17', u'9', u'16', u'15']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[25503, 422, 1108]",20.4,484915,7.0,3.0,graph,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,6
169,"[26225, 30449, 31745]","[u'right', u'right', u'up']","[1629, 2446, 3059, 4128, 5409, 6258, 7097, 8033, 8708, 10949, 11488, 12761, 13172, 13768, 24067]","[u'5', u'9', u'16', u'17', u'4', u'3', u'2', u'6', u'10', u'7', u'12', u'8', u'14', u'15', u'11']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[26225, 399, 493]",32.5,546491,3.0,4.0,graph,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,6
170,"[7136, 11487, 14367]","[u'down', u'down', u'right']","[1584, 2714, 3774, 4691, 5284]","[u'2', u'5', u'9', u'16', u'17']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[7136, 458, 2123]",41.5,599319,4.0,5.0,graph,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,6
171,"[14396, 18534, 20501]","[u'right', u'right', u'up']","[1429, 2236, 2996, 3569, 4594, 5250, 5791, 6819, 7292, 8019, 9014, 9605, 10440]","[u'3', u'4', u'5', u'2', u'17', u'9', u'16', u'8', u'14', u'15', u'6', u'10', u'11']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[14396, 378, 1187]",32.7,652440,2.0,6.0,graph,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,6
172,"[11551, 15911, 17696]","[u'down', u'down', u'left']","[1173, 2191, 2875, 3613, 5019, 5716, 6313, 7189, 7763, 8404]","[u'3', u'7', u'12', u'13', u'4', u'2', u'5', u'9', u'17', u'16']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[11551, 458, 1038]",45.0,704792,1.0,7.0,graph,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,6
173,"[16334, 20511, 22854]","[u'left', u'left', u'up']","[2208, 3490, 4041, 4927, 5953, 6561, 7118, 7835, 8484, 8918, 9676, 10278, 11262, 12026, 13005]","[u'3', u'7', u'12', u'2', u'6', u'11', u'10', u'5', u'9', u'16', u'4', u'8', u'14', u'15', u'17']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[16334, 393, 1626]",32.5,769124,5.0,8.0,graph,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,6
181,"[19185, 20144, 21170]","[u'right', u'right', u'up']","[5994, 6786, 7469, 8179, 9559, 10095, 11165, 11615, 12735, 13536, 15776, 16545]","[u'2', u'6', u'10', u'11', u'3', u'7', u'5', u'9', u'4', u'8', u'14', u'15']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[19185, 2, 2]",32.8,524005,2.0,1.0,graph,A1F9KLZGHE9DTA,39JEC7537U1AHBP7QJZ0PBUBFRAVC7,7
182,"[13715, 14670, 15706]","[u'left', u'left', u'up']","[1468, 2048, 2858, 3538, 4718, 5508, 6268, 7148, 7818, 9018, 10148, 10888]","[u'2', u'3', u'4', u'5', u'7', u'6', u'8', u'14', u'15', u'11', u'10', u'9']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[13715, 2, 2]",32.8,573237,5.0,2.0,graph,A1F9KLZGHE9DTA,39JEC7537U1AHBP7QJZ0PBUBFRAVC7,7
183,"[19403, 20157, 21121]","[u'down', u'down', u'right']","[3804, 4497, 5087, 5843, 6864, 7734, 8504, 9254, 10423, 11193, 12813, 13833, 17603, 18303]","[u'4', u'3', u'2', u'5', u'8', u'7', u'14', u'15', u'12', u'13', u'9', u'6', u'16', u'17']",2.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[19402, 4, 1]",40.6,621141,4.0,3.0,graph,A1F9KLZGHE9DTA,39JEC7537U1AHBP7QJZ0PBUBFRAVC7,7
184,"[12072, 12987, 13984]","[u'right', u'right', u'up']","[933, 1523, 2005, 2503, 3423, 4469, 5834, 6693, 7406, 8232, 8986]","[u'3', u'4', u'5', u'2', u'6', u'7', u'9', u'16', u'17', u'11', u'10']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[12072, 1, 4]",32.9,670302,3.0,4.0,graph,A1F9KLZGHE9DTA,39JEC7537U1AHBP7QJZ0PBUBFRAVC7,7
