,actionTimes,actions,clickTimes,clicks,condition,delays,infoCost,minTime,path,rt,score,time_elapsed,trialID,trialIndex,trial_type,worker_id,assignment_id,pid
4,"[44928, 46571, 48128]","['down', 'down', 'right']","[8130, 10936, 13193, 15200, 18318, 22317, 23864, 25646, 26896, 28161, 30817, 32364, 33410, 34753, 35816, 36983]","['3', '4', '5', '2', '14', '15', '8', '7', '12', '13', '6', '10', '11', '9', '17', '16']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[44927, 1120, 202]",38.4,468022,12.0,1.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
5,"[23381, 24968, 26668]","['up', 'up', 'right']","[2695, 5981, 6905, 8084, 9914, 11570, 12460, 14600, 15695, 16689]","['3', '4', '5', '2', '6', '10', '11', '7', '12', '13']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[23381, 23, 2]",46.0,520076,13.0,2.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
6,"[24462, 25713, 27328]","['right', 'right', 'down']","[2705, 3922, 4866, 5868, 7565, 8521, 9596, 13316, 14348, 15437, 16640, 17562, 18421, 20433]","['4', '3', '2', '5', '9', '16', '17', '7', '13', '12', '6', '10', '11', '8']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 11]","[24462, 131, 3]",36.6,570496,6.0,3.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
7,"[36260, 37396, 39012]","['up', 'up', 'right']","[1481, 2668, 3730, 4983, 6559, 7604, 8644, 11035, 13526, 16323, 17275, 18682, 19887, 21135]","['3', '4', '5', '2', '7', '12', '13', '9', '6', '10', '11', '8', '14', '15']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[36260, 2, 2]",37.6,619150,18.0,4.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
8,"[27845, 28848, 31035]","['left', 'left', 'up']","[985, 2306, 3459, 4475, 5866, 6862, 8227, 10075, 10992, 12026, 14168, 15482, 16576, 20169, 21731, 22625]","['3', '2', '5', '4', '9', '16', '17', '7', '12', '13', '8', '14', '15', '6', '11', '10']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[27844, 476, 841]",38.4,667465,0.0,5.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
9,"[40014, 41051, 42913]","['down', 'down', 'left']","[3206, 4996, 6394, 7274, 8285, 9410, 10301, 11718, 12844, 13805, 15879, 17111, 18424, 23156, 24257, 25445]","['3', '4', '5', '2', '6', '10', '11', '7', '12', '13', '8', '14', '15', '9', '16', '17']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[40014, 494, 542]",32.4,716605,7.0,6.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
10,"[25861, 26687, 28037]","['up', 'up', 'left']","[1853, 2896, 3866, 4886, 6229, 8073, 9542, 11138, 12760, 14653, 17281, 18182, 19072, 20478, 21479, 22307]","['3', '5', '2', '4', '7', '9', '13', '16', '17', '12', '8', '14', '15', '6', '10', '11']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[25860, 305, 2]",39.4,768706,8.0,7.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
11,"[25685, 27436, 29210]","['left', 'left', 'up']","[1263, 2280, 3248, 4218, 5748, 6672, 7671, 10076, 11216, 12123, 13732, 18108, 21687]","['3', '5', '2', '4', '9', '16', '17', '8', '14', '15', '6', '10', '7']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[25685, 3, 37]",38.7,817102,11.0,8.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
12,"[31973, 33306, 35006]","['right', 'right', 'up']","[1723, 2729, 3634, 4495, 5791, 7587, 8556, 9728, 12415, 13307, 14337, 15925, 17792, 18915, 21417]","['3', '5', '2', '4', '9', '17', '16', '7', '6', '10', '11', '13', '8', '14', '15']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[31973, 3, 79]",32.5,865497,3.0,9.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
13,"[27948, 28859, 30272]","['up', 'up', 'left']","[1027, 2193, 3028, 4210, 5739, 6834, 8068, 9384, 10385, 11568, 14276, 15411, 16302, 17583, 18744, 21241]","['3', '5', '2', '4', '7', '12', '13', '8', '14', '15', '6', '10', '11', '9', '16', '17']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[27948, 382, 34]",35.4,914283,15.0,10.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
14,"[19127, 21807, 23752]","['up', 'up', 'right']","[929, 1942, 2850, 3830, 4939, 5916, 7037, 9129, 10410, 11707, 12808, 14461, 15290]","['3', '5', '2', '4', '7', '12', '13', '6', '11', '9', '16', '8', '14']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[19127, 3, 4]",39.7,965471,19.0,11.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
15,"[65526, 66309, 67838]","['right', 'right', 'down']","[2594, 3667, 4580, 5537, 6956, 8205, 9861, 11414, 12376, 14036, 14947, 17489, 18423, 27838, 28773, 29807]","['3', '5', '2', '4', '7', '6', '9', '13', '12', '10', '11', '17', '16', '8', '14', '15']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 11]","[65525, 255, 107]",42.4,1039028,9.0,12.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
16,"[33111, 33866, 35269]","['right', 'right', 'up']","[1629, 2636, 3374, 4317, 5656, 6787, 7860, 9609, 11202, 12326, 13578, 14956, 18768, 20268, 21252, 22075]","['3', '4', '5', '2', '6', '10', '11', '7', '13', '12', '8', '14', '15', '9', '16', '17']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[33111, 226, 3]",20.4,1087495,16.0,13.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
17,"[19410, 20504, 22130]","['down', 'down', 'left']","[1645, 2518, 3455, 4533, 5785, 6737, 7580, 9145, 11085, 12128, 13170, 14113, 15221]","['3', '5', '2', '4', '7', '12', '13', '6', '10', '11', '9', '17', '16']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[19410, 3, 2]",44.7,1135827,1.0,14.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
18,"[22460, 23240, 24632]","['down', 'down', 'left']","[726, 1743, 2649, 3473, 4665, 5633, 6832, 7986, 9054, 10258, 11460, 12552, 13648, 17194, 18163, 19272]","['3', '5', '4', '2', '8', '14', '15', '7', '12', '13', '6', '10', '11', '9', '17', '16']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[22459, 260, 2]",36.4,1188537,14.0,15.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
19,"[21832, 22774, 24250]","['right', 'right', 'down']","[1959, 2985, 4350, 5332, 6271, 7256, 8162, 9520, 10693, 11546, 12724, 13818, 14850, 16051, 17509, 18364]","['3', '5', '4', '2', '6', '10', '11', '7', '13', '12', '9', '16', '17', '8', '14', '15']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 11]","[21832, 411, 2]",36.4,1243663,17.0,16.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
20,"[22000, 23914, 25845]","['left', 'left', 'up']","[1811, 4008, 4932, 5721, 6776, 8609, 9954, 11125, 12233, 13619, 15218, 16110, 18326]","['3', '4', '5', '2', '7', '6', '9', '8', '14', '15', '10', '11', '13']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[22000, 3, 29]",32.7,1292009,5.0,17.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
21,"[27473, 28605, 30487]","['down', 'down', 'right']","[962, 1915, 3160, 4113, 5066, 5984, 6861, 8950, 10050, 10972, 17597, 18846, 22787, 25014]","['3', '5', '2', '4', '8', '14', '15', '9', '16', '17', '6', '10', '11', '7']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[27472, 4, 2]",40.6,1339952,4.0,18.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
22,"[25063, 26518, 28297]","['right', 'right', 'up']","[1223, 2333, 3404, 4769, 6425, 8363, 10364, 11473, 12316, 13548, 14394, 15377, 17172, 18324, 19437]","['3', '5', '4', '2', '9', '16', '8', '14', '15', '6', '10', '11', '7', '13', '12']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[25063, 3, 2]",32.5,1390306,2.0,19.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
23,"[23440, 24627, 26532]","['left', 'left', 'down']","[946, 1908, 3071, 3930, 5102, 6072, 6961, 7920, 8731, 9555, 11951, 13228, 14712, 19930]","['3', '5', '2', '4', '9', '16', '17', '8', '14', '15', '6', '10', '11', '7']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[23439, 3, 40]",36.6,1438735,10.0,20.0,graph,A10ZOUOZZ3EOAJ,3ZOTGHDK5IBVY856MT3M9O4K3BBOSK,0
31,"[4926, 66585, 68088]","['right', 'right', 'up']",[],[],1.0,"[15, 0, 5]",0.1,45.0,"[1, 2, 6, 10]","[4924, 45252, 101]",28.0,235003,8.0,1.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
32,"[15514, 16489, 17888]","['down', 'down', 'right']","[1876, 2730, 3401, 3981, 4770, 5496, 6355, 6959, 11857, 12365, 13889, 14265]","['12', '13', '10', '11', '17', '16', '15', '14', '5', '9', '6', '2']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[15513, 11, 1]",38.8,283786,12.0,2.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
33,"[11597, 12542, 13773]","['left', 'left', 'up']","[1730, 2452, 3075, 3825, 4739, 5370, 6275, 6808, 7998, 8613, 9505, 10315]","['13', '12', '10', '11', '17', '16', '14', '15', '6', '2', '4', '8']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[11595, 3, 2]",38.8,364118,11.0,3.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
34,"[16295, 17512, 18957]","['down', 'down', 'left']","[6194, 6884, 7655, 8304, 9025, 9770, 10507, 11132, 11836, 12395, 13380, 14153]","['12', '13', '10', '11', '17', '16', '15', '14', '5', '9', '2', '6']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[16295, 6, 6]",36.8,457594,14.0,4.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
35,"[11364, 16202, 17830]","['down', 'down', 'right']","[828, 1874, 2518, 3492, 4134, 4732, 5474, 6085, 7026, 8188, 8945, 9655]","['12', '13', '10', '11', '17', '16', '14', '15', '4', '5', '8', '9']",1.0,"[1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[11364, 2135, 4]",32.8,561346,7.0,5.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
36,"[27959, 29347, 31008]","['down', 'down', 'left']","[12833, 13523, 14460, 15100, 15672, 16290, 17132, 17899, 18973, 19813, 20478, 20884, 26502, 26923]","['13', '12', '10', '11', '17', '16', '15', '14', '4', '8', '2', '6', '9', '5']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[27958, 326, 3]",44.6,659455,1.0,6.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
37,"[16480, 18118, 19390]","['right', 'right', 'down']","[5028, 5675, 6291, 6965, 7988, 8678, 9468, 10262, 11270, 11758, 12724, 14611]","['12', '13', '10', '11', '17', '16', '15', '14', '2', '6', '5', '9']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 11]","[16479, 31, 3]",36.8,736572,17.0,7.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
38,"[96514, 99313, 101139]","['right', 'right', 'up']","[87656, 88208, 89290, 89745, 90992, 91530, 92007, 92486, 93741, 94279, 94811, 95202]","['12', '13', '11', '10', '17', '16', '15', '14', '7', '3', '2', '6']",1.0,"[1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[96512, 543, 7]",32.8,842851,2.0,8.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
39,"[13425, 14446, 16056]","['up', 'up', 'left']","[2607, 2869, 3322, 3820, 4659, 5742, 6153, 6736, 7385, 7861, 8223, 8974, 9629, 10111, 10442, 10883]","['12', '7', '13', '3', '10', '6', '11', '2', '17', '9', '16', '5', '15', '8', '14', '4']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[13425, 514, 2]",35.4,895355,15.0,9.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
40,"[17247, 22256, 24119]","['down', 'down', 'left']","[9365, 9731, 10074, 10451, 11058, 12410, 14733, 15192]","['10', '6', '11', '2', '17', '16', '9', '5']",1.0,"[2, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[17247, 1350, 4]",41.2,954539,9.0,10.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
41,"[8066, 9696, 11036]","['right', 'right', 'up']","[971, 1877, 2314, 2956, 3502, 4040, 4627, 5222, 5634, 5963, 6674, 6972]","['12', '13', '10', '11', '17', '16', '15', '14', '8', '4', '6', '2']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[8066, 6, 11]",32.8,1032263,3.0,11.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
42,"[8203, 9593, 11857]","['left', 'left', 'up']","[1037, 1733, 2232, 2872, 3568, 4357, 5093, 5667, 6438, 6809]","['12', '13', '10', '11', '17', '16', '15', '14', '4', '8']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[8202, 287, 2]",39.0,1096002,0.0,12.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
43,"[8459, 10062, 11805]","['up', 'up', 'right']","[1462, 2245, 2996, 3714, 4173, 4752, 5288, 5705, 6602, 7041]","['13', '12', '14', '15', '16', '17', '11', '10', '7', '3']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[8458, 362, 20]",40.0,1178368,19.0,13.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
44,"[14910, 17621, 19991]","['right', 'right', 'up']","[7240, 8577, 9093, 9647, 10146, 10724, 11294, 11827, 12333, 12872, 13546, 13871]","['12', '13', '10', '11', '17', '16', '15', '14', '4', '8', '2', '6']",1.0,"[1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[14906, 515, 272]",20.8,1243660,16.0,14.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
45,"[26917, 28213, 30354]","['left', 'left', 'down']","[19043, 19060, 20155, 20794, 21660, 22261, 22778, 23293, 24130, 24497, 25737, 26115]","['10', '11', '13', '12', '14', '15', '16', '17', '7', '3', '8', '4']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[26916, 25, 4]",36.8,1329510,10.0,15.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
46,"[36842, 38310, 39911]","['up', 'up', 'right']","[28070, 28623, 29293, 29834, 30232, 30827, 31427, 31824, 32764, 33012, 33834, 34477, 35209, 35560]","['13', '12', '14', '15', '16', '17', '11', '10', '5', '9', '4', '8', '3', '7']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[36842, 574, 2]",45.6,1379897,13.0,16.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
47,"[11550, 12938, 14933]","['up', 'up', 'right']","[2558, 3262, 3773, 4356, 5426, 5981, 6756, 7277, 8016, 8392, 8848, 9130, 9919]","['10', '11', '17', '16', '14', '15', '8', '4', '12', '13', '7', '3', '9']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[11550, 109, 3]",37.7,1478128,18.0,17.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
48,"[32825, 34257, 35819]","['right', 'right', 'down']","[25228, 25897, 26540, 27157, 27631, 28236, 28719, 29484, 30150, 30572, 31461, 31725]","['13', '12', '14', '15', '16', '17', '11', '10', '6', '2', '4', '8']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 11]","[32820, 3, 7]",36.8,1536608,6.0,18.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
49,"[9450, 10807, 12647]","['left', 'left', 'up']","[1962, 2532, 3293, 3763, 4329, 4796, 5461, 5860, 6437, 6900, 7541, 8297]","['13', '12', '14', '15', '16', '17', '11', '10', '5', '9', '4', '8']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[9450, 5, 21]",32.8,1614602,5.0,19.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
50,"[17417, 20171, 21982]","['down', 'down', 'right']","[10570, 11209, 11840, 12372, 12880, 13434, 13990, 14459, 15198, 15671]","['13', '12', '14', '15', '16', '17', '11', '10', '5', '9']",1.0,"[1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[17416, 317, 18]",41.0,1664686,4.0,20.0,graph,A142ZRU284W9O,3X31TUMD7XMNY33FWI8AL6DHI6U1LX,1
58,"[24882, 29906, 34634]","['down', 'down', 'left']","[3029, 4119, 4851, 6107, 7367, 8235, 10306, 11379, 12069, 13140, 14576, 15196, 15933, 22426]","['2', '6', '10', '11', '4', '8', '3', '7', '12', '13', '5', '9', '16', '17']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 5, 9, 16]","[24880, 1229, 675]",32.6,646959,7.0,1.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
59,"[15462, 20334, 25117]","['left', 'left', 'down']","[1605, 3342, 4361, 5190]","['4', '8', '14', '15']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 4, 8, 15]","[15461, 895, 804]",31.6,707278,8.0,2.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
60,"[21736, 26992, 31911]","['up', 'up', 'right']","[1088, 2165, 3679, 4554, 6565, 12665, 14613, 18043]","['4', '3', '7', '12', '13', '2', '5', '10']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 3, 7, 13]","[21735, 1285, 925]",40.2,765998,19.0,3.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
61,"[20641, 25361, 30376]","['left', 'left', 'up']","[2025, 3763, 4811, 5758, 7286, 8033, 9179, 11576, 12220, 13083, 14472, 15379, 17376]","['4', '3', '2', '5', '9', '16', '17', '7', '12', '13', '14', '8', '15']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 4, 8, 14]","[20641, 854, 1070]",38.7,824686,0.0,4.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
62,"[16549, 21297, 25850]","['down', 'down', 'left']","[911, 2215, 5497, 7024, 7917, 9469, 10765, 11899, 12548]","['4', '3', '7', '12', '13', '2', '5', '9', '16']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 5, 9, 16]","[16548, 707, 554]",45.1,881997,1.0,5.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
63,"[17126, 21685, 26253]","['up', 'up', 'right']","[1097, 3362, 4893, 5791, 7080, 8196]","['4', '8', '3', '7', '12', '13']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 3, 7, 13]","[17126, 620, 572]",46.4,942740,13.0,6.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
64,"[23621, 28108, 32619]","['left', 'left', 'down']","[1342, 2569, 4462, 5214, 6657, 7464, 9263, 10319, 10993, 11894, 15334, 15975]","['3', '4', '2', '5', '9', '16', '17', '8', '14', '15', '6', '10']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 4, 8, 15]","[23621, 629, 540]",36.8,1001198,10.0,7.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
65,"[16713, 30376, 34948]","['right', 'right', 'up']","[1498, 3564, 4517, 5836, 6737, 9477, 11518, 12340, 13070, 26884]","['3', '4', '2', '6', '10', '7', '5', '9', '16', '11']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 2, 6, 10]","[16713, 9506, 550]",33.0,1059419,3.0,8.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
66,"[31380, 35958, 41510]","['down', 'down', 'right']","[1197, 2350, 3308, 5420, 6660, 7312, 8253, 9532, 12248, 13514]","['2', '3', '4', '5', '8', '14', '15', '9', '16', '17']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 5, 9, 17]","[31380, 789, 1579]",41.0,1118192,4.0,9.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
67,"[32193, 37460, 43793]","['right', 'right', 'up']","[894, 2215, 2944, 4051, 5083, 5961, 8405, 9810, 10687, 12740, 21321, 22546, 24975]","['2', '3', '4', '5', '6', '10', '8', '7', '12', '9', '15', '13', '11']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 2, 6, 10]","[32192, 1316, 2134]",20.7,1177735,16.0,10.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
68,"[16354, 20890, 25609]","['left', 'left', 'up']","[745, 2273, 2963, 5563, 6950, 7651, 8544, 10418, 11304, 13135]","['2', '3', '4', '5', '9', '16', '17', '8', '14', '15']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 4, 8, 14]","[16354, 725, 761]",39.0,1235455,11.0,11.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
69,"[33883, 38290, 42827]","['up', 'up', 'left']","[1070, 2101, 5443, 6259, 15648, 17512, 18357, 19289, 20109, 23797, 30805, 31821]","['2', '3', '7', '12', '13', '4', '8', '14', '15', '5', '9', '16']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 3, 7, 12]","[33883, 534, 584]",35.8,1293167,15.0,12.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
70,"[9608, 14273, 18896]","['right', 'right', 'down']","[2275, 3546, 4455, 5773]","['2', '6', '10', '11']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 2, 6, 11]","[9607, 755, 634]",37.6,1352799,17.0,13.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
71,"[20714, 25242, 29626]","['down', 'down', 'left']","[844, 1862, 4181, 5179, 6006, 8463, 9325, 10209, 11893, 12491, 13173, 15633, 18543]","['2', '3', '4', '8', '14', '15', '7', '12', '5', '9', '16', '17', '6']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 5, 9, 16]","[20714, 686, 391]",36.7,1412501,14.0,14.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
72,"[7450, 12009, 16633]","['right', 'right', 'down']","[1091, 2233, 2953, 4622]","['2', '6', '10', '11']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 2, 6, 11]","[7450, 620, 606]",43.6,1471317,9.0,15.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
73,"[15640, 20352, 24855]","['up', 'up', 'right']","[1814, 3034, 4537, 5649, 7014, 8132, 9555, 12625]","['2', '3', '4', '5', '7', '12', '13', '9']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 3, 7, 13]","[15640, 739, 397]",38.2,1530387,18.0,16.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
74,"[20007, 24623, 29550]","['left', 'left', 'up']","[858, 2077, 3335, 4698, 5617, 7306, 8082, 12032, 13109, 14359, 15950, 17734]","['2', '3', '7', '4', '8', '5', '9', '6', '10', '11', '14', '15']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 4, 8, 14]","[20007, 798, 931]",32.8,1586401,5.0,17.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
75,"[20235, 24756, 29258]","['right', 'right', 'down']","[780, 2565, 3689, 4845, 6110, 6904, 7925, 10051, 11627, 12449, 14077, 15257, 17934]","['2', '3', '4', '5', '9', '16', '17', '7', '13', '10', '11', '6', '8']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 2, 6, 11]","[20234, 612, 527]",36.7,1644954,6.0,18.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
76,"[17031, 21465, 25959]","['right', 'right', 'up']","[989, 2038, 2818, 4165, 5914, 7472, 8838, 10296, 11708, 12601, 14084]","['2', '3', '4', '5', '9', '6', '10', '11', '8', '14', '15']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 2, 6, 10]","[17031, 559, 501]",32.9,1702170,2.0,19.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
77,"[13041, 17412, 22042]","['down', 'down', 'right']","[1175, 2169, 3052, 3874, 4720, 5628, 6490, 7820, 8770, 10020, 10751]","['3', '7', '12', '13', '2', '4', '8', '5', '9', '16', '17']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 5, 9, 17]","[13040, 486, 669]",38.9,1762214,12.0,20.0,graph,A14ADQ7RUN6TDY,3JV9LGBJWTES83WFRT95KALHF0HGOS,2
139,"[29886, 35923, 40681]","['right', 'right', 'down']","[10326, 19838, 21621]","['3', '7', '13']",0.0,"[3, 3, 3]",0.1,45.0,"[1, 2, 6, 11]","[29885, 2038, 807]",15.7,1507885,14.0,1.0,graph,A19LTHK3TA57SF,37ZHEEHM6WMKTLSSFSLJQUADL6337I,3
140,"[1778, 8074, 12753]","['up', 'up', 'right']",[],[],0.0,"[3, 3, 3]",0.1,45.0,"[1, 3, 7, 13]","[1778, 2357, 719]",19.0,1565457,9.0,2.0,graph,A19LTHK3TA57SF,37ZHEEHM6WMKTLSSFSLJQUADL6337I,3
