,actionTimes,actions,clickTimes,clicks,infoCost,minTime,path,rt,score,time_elapsed,trialID,trialIndex,trial_type,worker_id,assignment_id,pid
468,"[33117, 33961, 35177]","['up', 'up', 'right']","[13910, 14377, 14875, 15299, 16454, 17186, 17475, 17846, 18765, 19171, 19900, 20345, 21116, 21649, 22027, 22439]","['4', '5', '16', '9', '17', '15', '8', '14', '12', '7', '3', '13', '2', '6', '11', '10']",0.05,45.0,"[1, 3, 7, 13]","[33117, 329, 691]",3.22,1297557,9.0,20.0,graph,A3G00Q5JV2BE5G,3CCZ6YKWR7JRLJ3P887WJNZ3UGM592,15
478,"[32207, 34118, 41332]","['left', 'left', 'down']","[2369, 3448, 5016, 6023, 7664, 8615, 14681, 15664, 35691]","['2', '6', '4', '8', '3', '7', '5', '9', '14']",0.05,45.0,"[1, 4, 8, 15]","[32206, 1406, 6717]",3.75,322885,14.0,1.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
479,"[17791, 18535, 19366]","['right', 'right', 'down']","[2834, 3914, 10923, 12378, 14347, 15451]","['2', '6', '10', '11', '3', '5']",0.05,45.0,"[1, 2, 6, 11]","[17791, 249, 330]",3.0,370921,3.0,2.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
480,"[21666, 22665, 23922]","['left', 'left', 'down']","[4217, 5144, 6440, 7361, 8305, 9089, 10905, 11657, 12997, 14106, 15466, 16162]","['10', '11', '2', '3', '4', '5', '14', '15', '8', '9', '16', '17']",0.05,45.0,"[1, 4, 8, 15]","[21666, 491, 763]",3.47,422749,4.0,3.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
481,"[39646, 40414, 41318]","['down', 'down', 'left']","[3744, 4623, 5535, 6503, 7823, 9463, 10791, 11816, 13536, 15216, 15967, 31337, 32162, 33346]","['3', '2', '5', '4', '6', '9', '17', '16', '7', '13', '12', '8', '14', '15']",0.05,45.0,"[1, 5, 9, 16]","[39646, 267, 403]",3.33,473722,11.0,4.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
482,"[56991, 57862, 58702]","['up', 'up', 'left']","[2374, 3406, 4222, 5246, 6126, 6870, 7774, 9832, 11278, 12511, 13439, 21624, 24537, 25156]","['2', '3', '5', '6', '10', '11', '4', '9', '8', '14', '15', '7', '13', '12']",0.05,45.0,"[1, 3, 7, 12]","[56991, 358, 331]",4.32,535641,5.0,5.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
483,"[21557, 22197, 22917]","['right', 'right', 'down']","[3195, 5083, 5988, 6723, 7412, 8124, 8812, 9476, 10284, 10867, 15637, 16580, 17204, 18164]","['2', '6', '10', '11', '17', '16', '15', '14', '12', '13', '3', '4', '5', '7']",0.05,45.0,"[1, 2, 6, 11]","[21557, 145, 213]",4.58,645251,6.0,6.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
484,"[18085, 18853, 19757]","['left', 'left', 'down']","[2398, 3222, 4054, 4807, 5470, 6303, 7151, 7799, 8527, 9688, 11575, 13168]","['10', '11', '17', '16', '15', '14', '12', '13', '7', '3', '8', '4']",0.05,45.0,"[1, 4, 8, 15]","[18085, 274, 410]",3.77,752363,15.0,7.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
485,"[58373, 59285, 60117]","['up', 'up', 'right']","[33910, 34558, 35455, 36046, 36734, 37422, 38246, 39049, 40487, 41119, 54685, 55533]","['10', '11', '17', '16', '15', '14', '12', '13', '7', '3', '5', '9']",0.05,45.0,"[1, 3, 7, 13]","[58373, 413, 326]",3.71,815271,13.0,8.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
486,"[24159, 24830, 25567]","['down', 'down', 'right']","[2683, 3403, 4020, 4651, 5603, 6283, 6963, 7595, 8804, 9476]","['10', '11', '17', '16', '15', '14', '12', '13', '5', '9']",0.05,45.0,"[1, 5, 9, 17]","[24159, 164, 233]",4.21,886477,1.0,9.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
487,"[50037, 50869, 51557]","['down', 'down', 'right']","[2096, 2761, 3408, 4040, 4976, 5688, 7128, 7825, 9393, 10177, 11657, 13298, 13962, 14874]","['10', '11', '17', '16', '15', '14', '9', '5', '8', '4', '12', '13', '7', '3']",0.05,45.0,"[1, 5, 9, 17]","[50037, 327, 180]",4.34,941242,7.0,10.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
488,"[16144, 16832, 17649]","['left', 'left', 'down']","[3314, 4427, 5314, 7940, 8780, 10180, 11340, 12228, 13563, 14123]","['13', '10', '11', '7', '3', '12', '14', '15', '8', '4']",0.05,45.0,"[1, 4, 8, 15]","[16144, 187, 322]",6.51,1019639,2.0,11.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
489,"[57143, 57918, 58566]","['down', 'down', 'right']","[10875, 11618, 12314, 13106, 14013, 14906, 15914, 18451, 21508, 22388, 23564, 32710, 39080, 41921, 42682, 50323]","['14', '12', '13', '10', '11', '17', '16', '15', '9', '5', '7', '6', '2', '4', '8', '3']",0.05,45.0,"[1, 5, 9, 17]","[57143, 268, 146]",1.35,1080972,12.0,12.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
490,"[22251, 22866, 23578]","['down', 'down', 'right']","[2704, 7304, 8176, 9840, 10729, 11642]","['10', '6', '2', '17', '9', '5']",0.05,45.0,"[1, 5, 9, 17]","[22251, 113, 206]",5.21,1128586,19.0,13.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
491,"[30221, 31612, 32420]","['right', 'right', 'up']","[1411, 2203, 2826, 5899, 7075, 8195, 8924, 10115, 11020, 12011, 20471, 21549, 22829, 26790, 27526]","['10', '6', '2', '17', '16', '15', '14', '8', '12', '13', '7', '3', '11', '9', '5']",0.05,45.0,"[1, 2, 6, 10]","[30221, 891, 312]",1.87,1176196,8.0,14.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
492,"[23682, 24349, 25053]","['right', 'right', 'up']","[1523, 2331, 2915, 5717, 7692, 9428, 10869, 12125, 12909, 13861, 14789, 18974, 20534]","['10', '6', '2', '11', '17', '16', '9', '15', '14', '12', '13', '5', '8']",0.05,45.0,"[1, 2, 6, 10]","[23682, 159, 212]",2.88,1274556,17.0,15.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
493,"[10381, 11037, 11733]","['right', 'right', 'down']","[1401, 2169, 3232, 4273, 5153, 5913, 6817, 7418, 8339, 9066]","['10', '11', '17', '16', '15', '14', '12', '13', '6', '2']",0.05,45.0,"[1, 2, 6, 11]","[10381, 156, 200]",4.83,1370831,16.0,16.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
494,"[12023, 12766, 13470]","['up', 'up', 'right']","[988, 1757, 2549, 3173, 3909, 4781, 6541, 7253, 8750, 9726, 10566]","['10', '11', '17', '16', '15', '14', '12', '13', '8', '7', '3']",0.05,45.0,"[1, 3, 7, 13]","[12023, 232, 201]",3.19,1443483,10.0,17.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
495,"[9436, 10780, 11948]","['up', 'up', 'right']","[1165, 1965, 2661, 3349, 4302, 5038, 5910, 6629, 7302, 7902]","['10', '11', '17', '16', '15', '14', '12', '13', '7', '3']",0.05,45.0,"[1, 3, 7, 13]","[9436, 841, 673]",3.52,1582907,9.0,18.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
496,"[22410, 23073, 23889]","['up', 'up', 'left']","[3713, 4977, 5625, 15059, 20931]","['12', '7', '3', '13', '10']",0.05,45.0,"[1, 3, 7, 12]","[22410, 165, 313]",4.62,1692535,0.0,19.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
497,"[16849, 17497, 18209]","['down', 'down', 'right']","[1180, 2004, 4659, 5547, 7028, 8076, 11877, 12829, 13477, 15357]","['13', '7', '10', '6', '2', '11', '17', '9', '5', '16']",0.05,45.0,"[1, 5, 9, 17]","[16848, 149, 209]",4.18,1753673,18.0,20.0,graph,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
501,"[29739, 30451, 31277]","['up', 'up', 'left']","[3509, 4024, 4760, 5416, 6877, 7252, 7727, 8147, 8925, 9226, 9823, 10294, 11032, 11348, 12016, 12452]","['3', '7', '12', '13', '4', '8', '14', '15', '2', '6', '10', '11', '5', '9', '17', '16']",0.05,45.0,"[1, 3, 7, 12]","[29737, 204, 325]",4.22,241409,5.0,1.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
502,"[39134, 39697, 40341]","['up', 'up', 'left']","[1484, 1984, 2441, 2933, 3636, 3921, 4265, 4682, 5523, 5829, 6069, 6751, 7165, 7498, 7836, 8218]","['3', '7', '12', '13', '4', '8', '14', '15', '2', '6', '10', '11', '5', '9', '16', '17']",0.05,45.0,"[1, 3, 7, 12]","[39133, 71, 148]",4.07,288876,0.0,2.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
503,"[26630, 27221, 27846]","['down', 'down', 'right']","[3069, 3618, 4024, 4356, 4834, 5144, 5406, 5921, 6307, 6643, 6891, 7148, 7695, 8026, 8286, 9022]","['13', '7', '3', '12', '4', '8', '14', '15', '5', '16', '9', '17', '11', '2', '6', '10']",0.05,45.0,"[1, 5, 9, 17]","[26630, 86, 127]",4.24,339281,7.0,3.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
504,"[33640, 34193, 34836]","['left', 'left', 'down']","[3448, 4021, 4593, 4911, 5726, 5929, 6963, 7218, 12014, 12465, 25750, 26322, 27272, 27713]","['3', '7', '4', '8', '2', '6', '5', '9', '15', '14', '11', '10', '17', '16']",0.05,45.0,"[1, 4, 8, 15]","[33639, 47, 142]",3.67,387301,15.0,4.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
505,"[24502, 25056, 25586]","['up', 'up', 'right']","[2814, 3350, 3980, 4396, 4888, 5318, 5864, 6494, 10489, 10979, 11637, 11862, 20095, 20382, 45126, 46002]","['12', '13', '10', '11', '17', '16', '15', '14', '3', '7', '4', '8', '5', '9', '2', '6']",0.05,45.0,"[1, 3, 7, 13]","[24502, 62, 43]",2.94,439170,10.0,5.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
506,"[19675, 20637, 21220]","['left', 'left', 'down']","[1376, 1939, 2368, 2907, 3499, 3896, 4386, 4822, 7378, 7627, 12886, 13159, 16234, 16440]","['13', '12', '14', '15', '10', '11', '17', '16', '8', '4', '3', '7', '2', '6']",0.05,45.0,"[1, 4, 8, 15]","[19674, 464, 79]",6.31,488617,2.0,6.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
507,"[14770, 15282, 15802]","['up', 'up', 'right']","[546, 1522, 1987, 2441, 3045, 3480, 3990, 4400, 6237, 6497, 10187, 10398]","['13', '12', '14', '15', '16', '17', '11', '10', '3', '7', '8', '4']",0.05,45.0,"[1, 3, 7, 13]","[14770, 8, 10]",3.42,536293,9.0,7.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
508,"[42394, 43160, 43724]","['down', 'down', 'right']","[2308, 2863, 3459, 4076, 4766, 5343, 5951, 6454, 11852, 12193, 14071, 14363, 21907, 22200, 23485, 23711]","['12', '13', '10', '11', '17', '16', '15', '14', '3', '7', '5', '9', '2', '6', '4', '8']",0.05,45.0,"[1, 5, 9, 17]","[42394, 270, 69]",3.88,583196,18.0,8.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
509,"[34105, 34632, 35180]","['right', 'right', 'up']","[630, 1260, 1770, 2305, 2755, 3245, 3709, 4427, 7220, 7511, 15299, 15800, 19286, 19584, 22804, 23086]","['13', '12', '14', '15', '16', '17', '11', '10', '2', '6', '8', '4', '3', '7', '5', '9']",0.05,45.0,"[1, 2, 6, 10]","[34105, 25, 57]",1.82,631521,8.0,9.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
510,"[11957, 12900, 13777]","['right', 'right', 'up']","[1843, 3888, 4686]","['10', '2', '6']",0.05,45.0,"[1, 2, 6, 10]","[11957, 447, 372]",3.38,679582,17.0,10.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
511,"[9864, 10602, 11145]","['down', 'down', 'right']","[969, 1969, 2930, 4245, 5009, 6176, 6563]","['12', '14', '15', '16', '17', '5', '9']",0.05,45.0,"[1, 5, 9, 17]","[9864, 237, 46]",5.16,727925,19.0,11.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
512,"[11909, 12914, 13448]","['up', 'up', 'right']","[1077, 2137, 2445]","['13', '3', '7']",0.05,45.0,"[1, 3, 7, 13]","[11909, 507, 39]",4.16,777378,13.0,12.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
513,"[10659, 11169, 12045]","['right', 'right', 'down']","[611, 1813, 2575, 3270, 6064, 6492, 7037, 7515, 8065, 8287]","['13', '12', '14', '15', '16', '17', '11', '10', '2', '6']",0.05,45.0,"[1, 2, 6, 11]","[10659, 20, 379]",4.83,824475,16.0,13.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
514,"[41200, 42233, 42761]","['left', 'left', 'down']","[582, 1180, 2190, 2440, 4872, 5318, 6352, 6571, 15085, 15619, 16693, 16914, 17686, 18135, 18699, 18916]","['13', '12', '3', '7', '14', '15', '8', '4', '16', '17', '5', '9', '11', '10', '2', '6']",0.05,45.0,"[1, 4, 8, 15]","[41200, 527, 37]",3.4,872312,14.0,14.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
515,"[15866, 16846, 17425]","['up', 'up', 'left']","[1202, 2239, 3223, 3462, 8566, 9113, 9566, 10095, 10922, 11236, 11918, 12104]","['13', '12', '3', '7', '14', '15', '16', '17', '11', '10', '5', '9']",0.05,45.0,"[1, 3, 7, 12]","[15866, 479, 73]",3.88,931565,4.0,15.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
516,"[7983, 8759, 9260]","['down', 'down', 'right']","[1659, 2300, 2914, 3883, 4630, 5124, 6142, 6356, 15377]","['13', '12', '14', '15', '16', '17', '9', '5', '11']",0.05,45.0,"[1, 5, 9, 17]","[7983, 277, 9]",4.26,980344,1.0,16.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
517,"[8752, 9255, 9803]","['up', 'up', 'left']","[552, 1326, 2483, 2809]","['13', '12', '3', '7']",0.05,45.0,"[1, 3, 7, 12]","[8752, 3, 33]",3.81,1033405,3.0,17.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
518,"[43537, 44114, 44670]","['down', 'down', 'right']","[481, 1301, 2778, 3282, 4177, 5120, 6148, 6380, 8645, 10487, 10745, 11763, 16334, 16657, 34410, 34655]","['13', '12', '14', '15', '16', '17', '5', '9', '11', '2', '6', '10', '3', '7', '4', '8']",0.05,45.0,"[1, 5, 9, 17]","[43537, 74, 63]",1.35,1081027,12.0,18.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
519,"[9924, 10710, 11277]","['up', 'up', 'left']","[2084, 2889, 3864, 4130]","['13', '12', '3', '7']",0.05,45.0,"[1, 3, 7, 12]","[9923, 288, 70]",3.78,1136600,11.0,19.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
520,"[12355, 12925, 14595]","['right', 'right', 'down']","[438, 1985, 2539, 3957, 4281, 7101, 7666, 8678, 8889, 9419, 9923, 10374, 10813, 11018]","['13', '12', '14', '3', '7', '15', '16', '9', '5', '17', '11', '10', '2', '6']",0.05,45.0,"[1, 2, 6, 11]","[12355, 78, 1182]",4.58,1187912,6.0,20.0,graph,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
536,"[2393, 4321, 5122]","['right', 'right', 'down']",[],[],0.05,45.0,"[1, 2, 6, 11]","[2393, 1417, 284]",0.66,1069670,0.0,1.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
537,"[8700, 9308, 9844]","['right', 'right', 'down']","[3622, 4948, 5899, 6315, 7051]","['3', '7', '2', '6', '11']",0.05,45.0,"[1, 2, 6, 11]","[8699, 94, 30]",3.87,1117477,17.0,2.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
538,"[3178, 4010, 4602]","['up', 'up', 'left']","[1026, 1314, 2217]","['3', '7', '12']",0.05,45.0,"[1, 3, 7, 12]","[3178, 323, 66]",3.37,1168149,9.0,3.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
539,"[3492, 4404, 5035]","['left', 'left', 'down']","[875, 1380, 1900, 2771]","['4', '8', '14', '15']",0.05,45.0,"[1, 4, 8, 15]","[3492, 397, 129]",3.97,1221180,5.0,4.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
540,"[7997, 8781, 9381]","['right', 'right', 'down']","[2748, 3060, 3812, 4724, 5356, 5675, 6004, 6916]","['5', '9', '16', '17', '2', '6', '11', '10']",0.05,45.0,"[1, 2, 6, 11]","[7997, 273, 90]",3.75,1267909,15.0,5.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
541,"[8952, 9704, 10528]","['down', 'down', 'right']","[1192, 1848, 2431, 3112, 3863, 4232, 4656, 5200, 6232, 6568, 7032, 8439]","['3', '7', '12', '13', '2', '6', '11', '10', '5', '9', '17', '16']",0.05,45.0,"[1, 5, 9, 17]","[8951, 247, 321]",4.11,1431131,1.0,6.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
542,"[3521, 4289, 5113]","['left', 'left', 'down']","[1344, 1776, 2217, 2825, 38803]","['4', '8', '15', '14', '1']",0.05,45.0,"[1, 4, 8, 15]","[3521, 250, 307]",3.75,1478787,16.0,7.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
543,"[3361, 3961, 4585]","['up', 'up', 'right']","[1201, 1552, 2080, 2680]","['3', '7', '12', '13']",0.05,45.0,"[1, 3, 7, 13]","[3361, 87, 111]",4.11,1541986,13.0,8.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
544,"[6121, 6697, 7521]","['right', 'right', 'down']","[1625, 2034, 2513, 3049, 4329, 4705, 5153, 5609, 78977]","['4', '8', '15', '14', '2', '6', '10', '11', '3']",0.05,45.0,"[1, 2, 6, 11]","[6121, 65, 306]",4.83,1622601,6.0,9.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
545,"[9679, 10534, 11110]","['left', 'left', 'down']","[1917, 2541, 3029, 3461, 5301, 5677, 6132, 6668, 7412, 7749, 8237, 8558, 8966]","['2', '6', '11', '10', '5', '9', '16', '17', '3', '7', '4', '8', '15']",0.05,45.0,"[1, 4, 8, 15]","[9679, 340, 66]",6.36,1669434,2.0,10.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
546,"[2778, 3330, 3842]","['up', 'up', 'left']","[1274, 1634, 2066, 33729]","['3', '7', '12', '3']",0.05,45.0,"[1, 3, 7, 12]","[2778, 39, 1]",4.75,1716696,7.0,11.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
547,"[2544, 3168, 3744]","['down', 'down', 'right']","[583, 951, 1415, 1992]","['5', '9', '16', '17']",0.05,45.0,"[1, 5, 9, 17]","[2544, 119, 62]",4.48,1763441,18.0,12.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
548,"[3253, 3829, 4357]","['right', 'right', 'down']","[901, 1325, 1741, 2269, 43966]","['2', '6', '11', '10', '3']",0.05,45.0,"[1, 2, 6, 11]","[3253, 62, 23]",3.05,1810920,3.0,13.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
549,"[3066, 3898, 4714]","['down', 'down', 'right']","[1146, 1778, 2322]","['5', '9', '17']",0.05,45.0,"[1, 5, 9, 17]","[3066, 314, 289]",5.36,1857631,19.0,14.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
550,"[8937, 9544, 10233]","['up', 'up', 'left']","[2816, 4280, 4728, 5168, 6272, 6623, 7295, 8456]","['2', '5', '9', '17', '3', '7', '12', '13']",0.05,45.0,"[1, 3, 7, 12]","[8936, 101, 173]",4.08,1904304,4.0,15.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
551,"[10863, 11462, 12062]","['up', 'up', 'right']","[885, 1317, 1797, 2317, 4669, 5084, 5525, 6101, 6741, 7118, 7694, 8598, 9006, 9366, 10126, 43077, 44117]","['3', '7', '12', '13', '4', '8', '14', '2', '6', '11', '10', '5', '9', '17', '16', '2', '3']",0.05,45.0,"[1, 3, 7, 13]","[10863, 94, 94]",2.89,1951528,10.0,16.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
552,"[4232, 4809, 5416]","['up', 'up', 'left']","[1256, 1736, 2560, 3144]","['3', '7', '13', '12']",0.05,45.0,"[1, 3, 7, 12]","[4232, 72, 95]",3.78,2001960,11.0,17.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
553,"[11161, 12728, 13288]","['right', 'right', 'up']","[1353, 2305, 2873, 3504, 4296, 4672, 5520, 6016, 6737, 7129, 7625, 8136, 8544, 8912, 9360, 45353]","['2', '6', '10', '11', '5', '9', '17', '16', '7', '13', '12', '4', '8', '14', '15', '1']",0.05,45.0,"[1, 2, 6, 10]","[11161, 1049, 42]",1.82,2049295,8.0,18.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
554,"[13048, 13591, 14151]","['left', 'left', 'down']","[2040, 2559, 3072, 4280, 4927, 5303, 6223, 6647, 7583, 8255, 9815, 10103, 10479, 11119]","['3', '7', '12', '13', '6', '10', '5', '9', '16', '17', '8', '14', '15', '4']",0.05,45.0,"[1, 4, 8, 15]","[13048, 33, 43]",3.5,2096007,14.0,19.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
555,"[13093, 13725, 14237]","['down', 'down', 'right']","[837, 1397, 1789, 2269, 2877, 3228, 3645, 4453, 4853, 6100, 6445, 6828, 7285, 8165, 10149, 11293]","['2', '6', '11', '10', '3', '7', '12', '5', '9', '4', '8', '15', '14', '17', '16', '13']",0.05,45.0,"[1, 5, 9, 17]","[13093, 124, 2]",1.35,2144109,12.0,20.0,graph,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
559,"[13018, 14159, 16567]","['right', 'right', 'down']","[5779, 6526, 7117, 7911]","['2', '6', '10', '11']",0.05,45.0,"[1, 2, 6, 11]","[13017, 620, 1898]",5.13,290796,16.0,1.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
560,"[13170, 14424, 16281]","['left', 'left', 'down']","[834, 1434, 1978, 2711, 3987, 4542, 5102, 5702]","['2', '6', '11', '10', '4', '8', '14', '15']",0.05,45.0,"[1, 4, 8, 15]","[13170, 748, 1343]",1.02,341810,9.0,2.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
561,"[5395, 6074, 6682]","['right', 'right', 'down']","[930, 1419, 1887, 2455]","['2', '6', '10', '11']",0.05,45.0,"[1, 2, 6, 11]","[5395, 173, 100]",5.08,389411,6.0,3.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
562,"[9450, 10710, 12399]","['left', 'left', 'down']","[2495, 3017, 3523, 4077, 5064, 5587, 6171, 6740, 17779]","['2', '6', '10', '11', '4', '8', '14', '15', '1']",0.05,45.0,"[1, 4, 8, 15]","[9450, 754, 1181]",3.31,455735,11.0,4.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
563,"[12453, 13868, 15551]","['left', 'left', 'down']","[1611, 2173, 2716, 3263, 4205, 4687, 5287, 5857]","['2', '6', '10', '11', '4', '8', '14', '15']",0.05,45.0,"[1, 4, 8, 15]","[12453, 909, 1180]",3.67,505168,4.0,5.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
564,"[11904, 13035, 14611]","['left', 'left', 'down']","[3609, 4138, 4672, 5283, 7253, 7736, 8283, 8888]","['2', '6', '10', '11', '4', '8', '14', '15']",0.05,45.0,"[1, 4, 8, 15]","[11903, 620, 1066]",3.8,558812,14.0,6.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
565,"[14035, 14648, 17076]","['down', 'down', 'left']","[595, 1105, 1625, 2225, 3157, 3523, 4080, 4653, 5800, 6356, 6858, 7449]","['2', '6', '10', '11', '4', '8', '15', '14', '5', '9', '17', '16']",0.05,45.0,"[1, 5, 9, 16]","[14034, 107, 1921]",2.45,609116,13.0,7.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
566,"[19218, 20489, 23690]","['right', 'right', 'down']","[1249, 1666, 2096, 2643, 3549, 3943, 4391, 4902]","['2', '6', '11', '10', '4', '8', '15', '14']",0.05,45.0,"[1, 2, 6, 11]","[19218, 762, 2701]",2.77,658833,10.0,8.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
567,"[5379, 5909, 6587]","['right', 'right', 'down']","[936, 1447, 1965, 2584]","['2', '6', '10', '11']",0.05,45.0,"[1, 2, 6, 11]","[5378, 17, 164]",3.95,705632,15.0,9.0,graph,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
